OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
71972|101|American Federation of Teachers|12788||||544336
71973|101|American Fedration of Teachers PA|7220||||544336
71974|102|All Other Accounts|859||||544336
71975|101|NONE|0|0|0|0|544338
71976|102|All Other Accounts|0|0|0|0|544338
71977|102|All Other Accounts|19096||||544345
71978|102|All Other Accounts|||||544347
71979|102|All Other Accounts|143150||||544348
71980|102|All Other Accounts|0|0|0|0|544354
71981|102|All Other Accounts|||||544359
71982|102|All Other Accounts|11794|0|0|0|544365
71983|102|All Other Accounts|||||544368
71984|101|BERRY COMMERCIAL|9497||9497||544370
71985|101|VARUIOUS UNDER $1,000|3390|3390|||544370
71986|102|All Other Accounts|||||544370
71987|102|All Other Accounts|0|0|0|0|544372
71993|101|Per-Capita Tax International Union|11102|0|0|0|544374
71994|101|Lansing Labor News|537|0|0|0|544374
71995|101|Michigan Cap Council|268|0|0|0|544374
71996|101|Region 1-C Cap Council|394|0|0|0|544374
71997|101|Region 1-C Arbitration Fund|28|0|0|0|544374
71998|102|All Other Accounts|0|0|0|0|544374
71999|102|All Other Accounts|||||544376
72000|101|NONE|0|0|0|0|544380
72001|102|All Other Accounts|0|0|0|0|544380
72002|102|All Other Accounts|0|0|0|0|544387
72003|102|All Other Accounts|0|0|0|0|544392
72004|102|All Other Accounts|||||544401
72005|102|All Other Accounts|0|0|0|0|544402
72006|102|All Other Accounts|||||544404
72007|102|All Other Accounts|4080|0|0|0|544420
72008|102|All Other Accounts|0|0|0|0|544424
72009|102|All Other Accounts|||||544426
72010|102|All Other Accounts|0|0|0|0|544427
72011|102|All Other Accounts|3753|0|0|0|544429
72012|102|All Other Accounts|||||544430
72013|101|Roofers #149 Fringe Benefit Funds|24406|0|0|0|544434
72014|101|Roofers #149 International- Per Capita|25643|0|0|0|544434
72015|102|All Other Accounts|17853|0|0|0|544434
72016|101|CITY OF UTICA WATER DEPT|242||||544435
72017|101|COMCAST|232||||544435
72018|101|CULLIGAN OF ROMEO|16||||544435
72019|101|THE DIGITAL DOCUMENT STORE(COPIES)|115||||544435
72020|101|CONSUMERS ENERGY|494||||544435
72021|101|DTE ENERGY|239||||544435
72022|102|All Other Accounts|||||544435
72023|101|NONE|0|0|0|0|544479
72024|102|All Other Accounts|||||544479
72025|101|PER CAPITA|28271||||544493
72026|101|PER CAPITA CAP COUNCIL|1684||||544493
72027|101|PER CAPITA RETIREE|35||||544493
72028|102|All Other Accounts|||||544493
72029|102|All Other Accounts|352219||||544498
72030|102|All Other Accounts|0|0|0|0|544505
72031|102|All Other Accounts|400898||||544507
72032|102|All Other Accounts|||||544520
72033|101|LIUNA Local Union & District Council|28529||||544529
72034|101|LIUNA - Pension|15236||||544529
72035|102|All Other Accounts|5552||||544529
72036|102|All Other Accounts|111968|0|0|0|544540
72037|102|All Other Accounts|||||544541
72038|101|United Roofers International Office|11059||||544553
72039|101|Composition Roofers #4 Welfare Fund|6016||||544553
72040|101|Composition Roofers #4 Pension Fund|5760||||544553
72041|101|Composition Roofers #4 Annuity Fund|2400||||544553
72042|102|All Other Accounts|1675||||544553
72043|102|All Other Accounts|||||544571
72044|102|All Other Accounts|18022||||544572
72045|102|All Other Accounts|0|0|0|0|544577
72047|102|All Other Accounts|0|0|0|0|544579
72046|101|NONE|0|0|0|0|544579
72050|102|All Other Accounts|0|0|0|0|544586
72051|101|INTERNATIONAL UNION PER CAPITA|72601||||544589
72052|101|UAW MICHIGAN CAP COUNCIL|2165||||544589
72053|101|UAW REGION 1-C CAP COUNCIL|2165||||544589
72054|101|TEMPLE DINING ROOM|6347||||544589
72055|101|ROCKMAN & SONS PUBLISHING|3960||||544589
72056|101|CONSUMERS ENERGY|2068||||544589
72057|101|NATIONAL INTEGRATED GROUP PENSION|1780||||544589
72058|101|ELITE BUSINESS PRODUCTS|802||||544589
72059|101|ALLIED UNION SERVICES|559||||544589
72060|101|CLIFFORD SEDER SNOW REMOVAL|280||||544589
72061|102|All Other Accounts|454||||544589
72062|101|NONE|0|0|0|0|544590
72063|102|All Other Accounts|||||544590
72064|101|INTERNATIONAL UNION UAW|9261|0|0|0|544594
72065|102|All Other Accounts|4331|0|0|0|544594
72066|102|All Other Accounts|17632||||544598
72067|102|All Other Accounts|||||544600
72068|102|All Other Accounts|0||||544602
72069|101|Cornfield Feldman|50000|0|0|0|544603
72070|101|Huttleston Associates|9500|0|0|0|544603
72071|101|Springfield Hilton|39413|0|0|0|544603
72072|102|All Other Accounts|80853|0|0|0|544603
72073|102|All Other Accounts|||||544605
72074|101|NONE|0|0|0|0|544629
72075|102|All Other Accounts|0|0|0|0|544629
72076|102|All Other Accounts|||||544636
72077|102|All Other Accounts|||||544641
72078|102|All Other Accounts|||||544648
72079|102|All Other Accounts|||||544650
72080|102|All Other Accounts||||0|544651
72081|101|ACCOUNTS PAYABLE|12461||||544657
72082|101|CREDIT CARD PAYABLE|198||||544657
72083|101|PAYROLL LIABILITIES|725||||544657
72084|102|All Other Accounts|0||||544657
72085|102|All Other Accounts|32192|0|0|0|544659
72086|101|NONE|0|0|0|0|544696
72087|102|All Other Accounts|||||544696
72088|102|All Other Accounts|||||544756
72089|101|LOCAL 400 PENSION FUND|24748||||544759
72090|102|All Other Accounts|||||544759
72091|102|All Other Accounts|||||544764
72092|102|All Other Accounts|||||544779
72093|102|All Other Accounts|59401|0|0|0|544789
72094|102|All Other Accounts|||||544790
72095|102|All Other Accounts|35230|0|0|0|544791
72096|101|QUIRK CHRYSLER JEEP|578||||544792
72097|101|JOHN DIMINICO CPA|2000||||544792
72098|101|LOCAL 223 REALTY|1000||||544792
72099|101|MASS LABOR BENEFITS FUND|14910||||544792
72100|102|All Other Accounts|||||544792
72101|102|All Other Accounts|23142||||544793
72102|101|PAYROLL |155208|0|0|0|544794
72103|101|UA PER CAPITA|20722|0|0|0|544794
72104|101|UTILITIES|2000|0|0|0|544794
72105|101|CREDIT CARD FEES|394|0|0|0|544794
72106|101|INCOME TAX PAYABLE|800|0|0|0|544794
72107|102|All Other Accounts|||||544794
72108|101|BAPTISTE & WILDER|83652||||544798
72109|102|All Other Accounts|||||544798
72110|102|All Other Accounts|0|0|0|0|544799
72111|101|IBEW - PER CAPITA TAX|40060||||544825
72112|102|All Other Accounts|5662||||544825
72114|102|All Other Accounts|0|0|0|0|544879
72115|102|All Other Accounts|15401||||544904
72116|102|All Other Accounts|||||544909
72117|102|All Other Accounts|30338||||544915
72118|102|All Other Accounts|63125|0|0|0|544926
72119|101|Paul Montalbano, Esq.|114055|0|107764|0|544942
72120|102|All Other Accounts|100372|0|0|0|544942
72121|102|All Other Accounts|||||544956
72122|102|All Other Accounts|||||544986
72123|101|OPEIU (PARENT) - Per-Capita Tax|28150|0|0|0|544999
72124|101|OPEIU LOCALS 30/537 TRUST - Benefits|6012|0|0|0|544999
72125|101|(The information on this page is for disclosure|0|0|0|0|544999
72126|101|purposes only.  It was not subjected to audit.)|0|0|0|0|544999
72127|102|All Other Accounts|12719||||544999
72128|101|Per capita taxes|17798|0|0|0|545010
72129|102|All Other Accounts|17798||||545010
72130|101|DC711 Dispersal Fund|129510||||545049
72131|101|Laurel Plumbing|7000||||545049
72132|102|All Other Accounts|16159||||545049
72133|101|NONE|0|0|0|0|545076
72134|102|All Other Accounts|0|0|0|0|545076
72135|102|All Other Accounts|||||545079
72136|102|All Other Accounts|160464|0|0|0|545083
72137|102|All Other Accounts|||||545098
72138|101|Per Capita International UAW|17711||||545106
72139|101|Per Capita Building Corporation|10474||||545106
72140|101|Per Capita IL State Cap|1383||||545106
72141|101|Per Capita Quad Cities Retirees|7||||545106
72142|102|All Other Accounts|||||545106
72143|101|NONE|0|0|0|0|545107
72144|102|All Other Accounts|0|0|0|0|545107
72145|101|Per Capita Taxes Forwarded|31691||||545108
72146|102|All Other Accounts|1584||||545108
72147|102|All Other Accounts|0||||545117
72148|101|PAYROLL TAX PAYABLE|4400||||545121
72149|102|All Other Accounts|||||545121
72150|102|All Other Accounts|55383||||545132
72151|101|SHEET METAL WORKERS|8857|0|0|0|545140
72152|101|YOUTH TO YOUTH|7530|0|0|0|545140
72153|102|All Other Accounts|||||545140
72154|101|Wells Fargo|10125||||545146
72155|101|Gandjuk Properties|5833||||545146
72156|101|United Ng's Limited Partnership|8686||||545146
72157|102|All Other Accounts|39242||||545146
72158|102|All Other Accounts|||||545155
72159|101|INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS|25740||||545156
72160|101|8TH DISTRICT ELECTRICAL BENEFIT FUND|8983||||545156
72161|102|All Other Accounts|||||545156
72162|102|All Other Accounts|508215||||545157
72163|102|All Other Accounts|10042||||545158
72164|101|N/A|0|0|0|0|545161
72165|102|All Other Accounts|0|0|0|0|545161
72166|102|All Other Accounts|||||545166
72167|102|All Other Accounts|||||545172
72168|102|All Other Accounts|||||545183
72169|101|NONE|0|0|0|0|545185
72170|102|All Other Accounts|0|0|0|0|545185
72171|102|All Other Accounts|24558|0|0|0|545186
72172|101|Internation UAW per capita taxes|13291||||545187
72173|102|All Other Accounts|||||545187
72174|101|None|0|0|0|0|545188
72175|102|All Other Accounts|0|0|0|0|545188
72176|102|All Other Accounts|0|0|0|0|545189
72177|101|Abato, Rubenstein & Abato, P.A.|32068||||545198
72178|101|Truck Drivers and Helpers LU 355 Health & Welfare|14291||||545198
72179|101|Truck Drivers and Helpers LU 355 Pension Plan|7943||||545198
72180|102|All Other Accounts|14573||||545198
72181|102|All Other Accounts|0|0|0|0|545200
72186|102|All Other Accounts|||||545206
72187|102|All Other Accounts|1888||||545207
72188|102|All Other Accounts|63901||||545208
72189|101|||||0|545210
72190|102|All Other Accounts|||||545210
72191|102|All Other Accounts|||||545211
72192|101|NONE|0|0|0|0|545212
72193|102|All Other Accounts|0|0|0|0|545212
72194|102|All Other Accounts|||||545213
72195|101|NONE|0|0|0|0|545215
72196|102|All Other Accounts|0|0|0|0|545215
72197|102|All Other Accounts|||||545217
72198|102|All Other Accounts|||||545218
72199|101|NONE|0|0|0|0|545232
72200|102|All Other Accounts|0|0|0|0|545232
72201|102|All Other Accounts|||||545235
72202|102|All Other Accounts|39548|0|0|0|545241
72203|102|All Other Accounts|751||||545246
72204|101|CULLIGAN OF NORTHEAST OHIO|38||||545261
72205|101|BAUER'S PROFESSIONAL TOUCH|84||||545261
72206|101|GOLDSTEIN & GRAGEL LLC|3180||||545261
72207|101|LOCAL 416 PENSION FUND|1219||||545261
72208|101|COX COMMUNICATION|121||||545261
72209|101|THE ILLUMINATING COMPANY|94||||545261
72210|101|CENTRAL STATES HEALTH & WELFARE|3932||||545261
72211|101|COZZA & STEUER|400||||545261
72212|101|CHASE BUSINESS CARD|910||||545261
72213|101|ACE IMAGING|25||||545261
72214|101|CENTRAL STATES PENSION|4056||||545261
72215|101|BUREAU OF WORKERS COMPENSATION|345||||545261
72216|102|All Other Accounts|||||545261
72217|102|All Other Accounts|62503|0|0|0|545263
72218|102|All Other Accounts|||||545273
72219|101|EMPLOYER TAXES PAYABLE|1840||||545280
72220|101|MEMBERSHIP BENEFITS PAYABLE|276||||545280
72221|102|All Other Accounts|||||545280
72222|102|All Other Accounts|121185|0|0|0|545317
72223|101|Kroll Heineman Carton, LLC|72797|1763|43922|0|545321
72224|102|All Other Accounts|34981|0|0|0|545321
72225|102|All Other Accounts|||||545344
72226|101|NA|0|0|0|0|545352
72227|102|All Other Accounts|0|0|0|0|545352
72228|102|All Other Accounts|||||545355
72229|102|All Other Accounts|0|0|0|0|545362
72230|101|NONE|0|0|0|0|545365
72231|102|All Other Accounts|0|0|0|0|545365
72232|102|All Other Accounts|28386||||545370
72233|102|All Other Accounts|||||545381
72234|102|All Other Accounts|92692|0|0|0|545383
72235|102|All Other Accounts|349862||||545384
72238|101|NONE|0|0|0|0|545388
72239|102|All Other Accounts|0|0|0|0|545388
72240|102|All Other Accounts|0|0|0|0|545407
72241|102|All Other Accounts|83553||||545409
72242|101|U.F.C.W INT'L. ASSOC - PER CAPITA TAXES|177962|0|0|0|545411
72243|101|AMERICAN EXPRESS|4992|0|0|0|545411
72244|101|U.F.C.W. PENSION FUND|3441|0|0|0|545411
72245|101|SCHOLARSHIP FUND|14552|0|0|0|545411
72246|101|VARIOUS SMALL VENDORS - < $ 5,000|21646|0|0|0|545411
72247|102|All Other Accounts|||||545411
72252|101|DEATH BENEFIT FUND|14865||||545418
72253|101|INTERNATIONAL ORGANIZATION PER CAPITA|21003||||545418
72254|101|ACCRUED PAYROLL TAXES|96||||545418
72255|102|All Other Accounts|0|0|0|0|545418
72256|102|All Other Accounts|||||545420
72259|101|N/A|0|0|0|0|545424
72260|102|All Other Accounts|0|0|0|0|545424
72261|102|All Other Accounts|112172||||545425
72262|102|All Other Accounts|8347||||545429
72263|102|All Other Accounts|||||545430
72264|102|All Other Accounts|113392||||545436
72265|101|NNU ASSESSMENT|240652|0|0|0|545439
72266|101|MNA FOUNDATION|10839|0|0|0|545439
72267|102|All Other Accounts|0|0|0|0|545439
72268|102|All Other Accounts|||||545440
72269|102|All Other Accounts|22109|0|0|0|545474
72270|102|All Other Accounts|||||545477
72271|102|All Other Accounts|154083|0|0|0|545478
72272|102|All Other Accounts|||||545480
72274|102|All Other Accounts|||||545514
72275|101|UNITED STATES TREASURY|1100|0|0|0|545516
72276|101|DEPARTMENT OF THE TREASURY|315|0|0|0|545516
72277|101|GEORGIA DEPARTMENT OF REVENUE|408|0|0|0|545516
72278|102|All Other Accounts|0|0|0|0|545516
72279|102|All Other Accounts|0|0|0|0|545520
72280|102|All Other Accounts|72601|0|0|0|545522
72281|101|Jubelirer, Pass & Intrieri|6226||||545525
72282|102|All Other Accounts|7659||||545525
72283|101|LIUNA|16164||||545529
72284|102|All Other Accounts|9272||||545529
72285|102|All Other Accounts|0|0|0|0|545530
72289|102|All Other Accounts|0|0|0|0|545533
72290|101|UAW International|41420||||545537
72291|101|MI CAP Council|1001||||545537
72292|101|Region 1-C|1469||||545537
72293|101|Lansing Labor News|2003||||545537
72294|101|Region 1-C IPS Arbitration Fund|106||||545537
72295|102|All Other Accounts|||||545537
72296|102|All Other Accounts|17998||||545538
72297|102|All Other Accounts|5214||||545539
72298|102|All Other Accounts|12369|0|0|0|545540
72299|101|NONE|0|0|0|0|545541
72300|102|All Other Accounts|20478|0|0|0|545541
72301|102|All Other Accounts|0|0|0|0|545554
72302|101|International Brotherhood of Teamsters Per Capita|40649||||545556
72303|101|Joint Council #73 Pension|12538||||545556
72304|101|Zazzali, Fagella, Nowak, Kleinbaum, Friedman|18636||||545556
72305|102|All Other Accounts|20003||||545556
72306|101|PAYROLL TAXES AND WITHHOLDING|2514||||545563
72307|102|All Other Accounts|||||545563
72308|101|Payroll Taxes Payable|7766||||545565
72309|101|South Central Pipe|5109||||545565
72310|102|All Other Accounts|14700||||545565
72311|102|All Other Accounts|24635||||545566
72312|102|All Other Accounts|0||||545568
72313|102|All Other Accounts|24104|0|0|0|545569
72314|101|S.M. ESPOSITO & CO, P.C.|3250|3250|||545576
72315|102|All Other Accounts|23966|0|0|0|545576
72316|102|All Other Accounts|54989||||545577
72318|102|All Other Accounts|||||545579
72319|102|All Other Accounts|||||545582
72320|102|All Other Accounts|0|0|0|0|545585
72322|102|All Other Accounts|2885||||545587
72323|101|NONE|0|0|0|0|545590
72324|102|All Other Accounts|||||545590
72325|101|AFL CIO|11440||||545591
72326|101|Mankato Local Union 405|67664||||545591
72327|102|All Other Accounts|2976||||545591
72328|102|All Other Accounts|0|0|0|0|545594
72329|102|All Other Accounts|24691||||545596
72330|102|All Other Accounts|||||545601
72331|102|All Other Accounts|0|0|0|0|545605
72332|101|IBEW-PER CAPITA DUES PAYABLE|10659||||545618
72333|102|All Other Accounts|||||545618
72334|102|All Other Accounts|27616||||545638
72335|101|IBEW - International (December Per Capita)|86495||||545642
72336|102|All Other Accounts|||||545642
72337|101|Plumbers & Steamfitters Fringe Benefit Fund|2238||||545654
72338|102|All Other Accounts|||||545654
72339|102|All Other Accounts|||||545660
72340|102|All Other Accounts|0|0|0|0|545662
72368|102|All Other Accounts|0|0|0|0|545669
72369|101|Coast Pro Rata|11251||||545670
72370|101|Amount Collected on Behlf of Member not Paid out |73524||||545670
72371|102|All Other Accounts|||||545670
72372|101|Bimbo- Hastings|128|128|||545680
72373|101|Bimbo - Sioux Falls|104|104|||545680
72374|101|Skinner Baking|32||||545680
72375|101|BCTGM International Union|6504||||545680
72376|101|Chase Bank|1575||||545680
72377|101|Smith/McElwain|144||||545680
72378|101|Verizon Wireless|108||||545680
72379|102|All Other Accounts|||||545680
72380|102|All Other Accounts|210185||||545687
72381|101|Payroll Taxes Payable|2361|0|0|0|545690
72382|101|Credit Card Payable|3554|0|0|0|545690
72383|102|All Other Accounts|||||545690
72384|102|All Other Accounts|0|0|0|0|545693
72385|102|All Other Accounts|14586|0|0|0|545694
72386|102|All Other Accounts|67315||||545696
72387|102|All Other Accounts|||||545701
72388|102|All Other Accounts|149798||||545702
72389|102|All Other Accounts|2049||||545703
72390|102|All Other Accounts|29728||||545705
72391|101|Federal Payroll Taxes|96|0|0|0|545712
72392|101|State Payroll Taxes|36|0|0|0|545712
72393|101|International IBEW|59808|0|0|0|545712
72394|102|All Other Accounts|||||545712
72395|102|All Other Accounts|||||545714
72396|102|All Other Accounts|||||545717
72397|101|ACCOUNTS PAYABLE|25000|0|0|0|545718
72398|102|All Other Accounts|||||545718
72399|101|NATIONAL COUNCIL DUES|1051|0|0|0|545720
72400|101|QUILL OFFICE SUPPLY|326|0|0|0|545720
72401|101|GOLDSTEIN ASSOCIATES|4528|0|0|0|545720
72402|101|MASTERCARDS|3590|0|0|0|545720
72403|102|All Other Accounts|||||545720
72404|102|All Other Accounts|8879||||545721
72407|102|All Other Accounts|11150||||545727
72408|102|All Other Accounts|1567||||545728
72409|101|International Union UAW |33162|0|0|0|545730
72410|101|Region 2B OH-Article 23 Voluntary Exchange|2002|0|0|0|545730
72411|102|All Other Accounts|0|0|0|0|545730
72412|102|All Other Accounts|15450|0|0|0|545746
72413|101|NONE|0|0|0|0|545747
72414|102|All Other Accounts|0|0|0|0|545747
72415|102|All Other Accounts|||||545753
72416|102|All Other Accounts|0|0|0|0|545761
72417|102|All Other Accounts|||||545802
72418|102|All Other Accounts|||||545811
72420|102|All Other Accounts|0|0|0|0|545845
72421|102|All Other Accounts||||0|545848
72422|101|NONE|0|0|0|0|545851
72423|102|All Other Accounts|0|0|0|0|545851
72425|102|All Other Accounts|722|0|0|0|545880
72426|101|BLITMAN & KING, LLP|3796|0|0|0|545883
72427|101|PER CAPITA - IBEW|5918|0|0|0|545883
72428|101|JEFFREY SONDERVAN - EXPENSES|495|0|0|0|545883
72429|102|All Other Accounts|||||545883
72430|102|All Other Accounts|||||545890
72431|102|All Other Accounts|0|0|0|0|545894
72432|102|All Other Accounts|0||||545905
72433|102|All Other Accounts|||||545917
72434|101|None|0|0|0|0|545935
72435|102|All Other Accounts|0|0|0|0|545935
72436|101|NONE|0|0|0|0|545936
72437|102|All Other Accounts|0|0|0|0|545936
72438|102|All Other Accounts|0|0|0|0|545939
72439|102|All Other Accounts|||||545949
72440|102|All Other Accounts|||||545953
72441|102|All Other Accounts|193071||||545958
72442|102|All Other Accounts|122363|0|0|0|545978
72443|101|Nicholas Pitarys|550||||545980
72444|101|Tim Belcher|648||||545980
72445|101|Rodney Hiltz|645||||545980
72446|101|MaryAnne Turowski|1234||||545980
72447|101|AETNA Retirees Health Ins.|777||||545980
72448|101|Alliance Press|2304||||545980
72449|101|Atkins Printing|3241||||545980
72450|101|Bloomberg BNA|555||||545980
72451|101|Cardmember Services|3093||||545980
72452|101|CDW Direct|1275||||545980
72453|101|G-L LTD|1000||||545980
72454|101|Marcia Greenbaum|6378||||545980
72455|101|Treasurer, State of Maine|13562||||545980
72456|101|Treasurer, State of Maine|697||||545980
72457|101|James Litton|750||||545980
72458|101|LRC|525||||545980
72459|101|Maine AFL-CIO|10000||||545980
72460|101|MAINE PERS|613||||545980
72461|101|Sheila Mayberry|728||||545980
72462|101|McTeague Higbee|2032||||545980
72463|101|Michael C Ryan|1362||||545980
72464|101|SEIU/ COPE|72854||||545980
72465|101|SEIU/Dues|118819||||545980
72466|101|Thomson Reuters|809||||545980
72467|101|Joan Towle|1259||||545980
72468|101|Verizon Wireless|651||||545980
72469|102|All Other Accounts|||||545980
72470|101|NONE|0|0|0|0|545981
72471|102|All Other Accounts|0|0|0|0|545981
72472|102|All Other Accounts|||||545983
72473|102|All Other Accounts|||||545988
72474|101|International UAW|45370||||545990
72475|101|Dept. #78108|2098||||545990
72476|102|All Other Accounts|||||545990
72477|101|0|0|0|0|0|546007
72478|102|All Other Accounts|27093|0|0|0|546007
72479|102|All Other Accounts|180629||||546016
72480|101|WV State Tax Department|1333||||546017
72481|102|All Other Accounts|||||546017
72482|101|Maringo Law Office|11110||||546019
72483|101|Cardmember Services|39502||||546019
72484|101|Edward Leonard, Franklin County Treasurer|18300||||546019
72485|102|All Other Accounts|||||546019
72486|101|Unpaid Per Capita Taxes December 2013|82358||||546025
72487|101|UAW Article 23 exchange Dec 2013|4910||||546025
72488|101|UAW IPS insurance Dec 2013|190||||546025
72489|102|All Other Accounts|||||546025
72490|102|All Other Accounts|||||546039
72491|102|All Other Accounts|125702|0|0|0|546041
72492|102|All Other Accounts|0|0|0|0|546042
72493|102|All Other Accounts|||||546049
72494|102|All Other Accounts|||||546054
72495|101|NONE|0|0|0|0|546057
72496|102|All Other Accounts|0|0|0|0|546057
72497|102|All Other Accounts|0|0|0|0|546075
72498|101|Per Capita Taxes for December|39587||||546076
72499|101|Per Capita Taxes CAP December |2392||||546076
72500|101|Per Capita Taxes Arrbitration|60||||546076
72501|102|All Other Accounts|||||546076
72502|102|All Other Accounts|143814|0|0|0|546088
72503|102|All Other Accounts|20495||||546090
72504|102|All Other Accounts|0|0|0|0|546092
72505|102|All Other Accounts|39578|0|0|0|546095
72506|102|All Other Accounts|3024|||0|546111
72507|102|All Other Accounts|2865||||546113
72508|101|MA Laborers' Benefit Fund|16438|0|0|0|546131
72509|101|All other A/P less than $5,000 each|12398|0|0|0|546131
72510|102|All Other Accounts|||||546131
72511|102|All Other Accounts|||||546162
72512|102|All Other Accounts|||||546171
72513|101|NONE|0|0|0|0|546176
72514|102|All Other Accounts|||||546176
72515|101|ACCOUNTS PAYABLE/ACCRUED EXPENSE|89626||||546177
72516|102|All Other Accounts|||||546177
72517|102|All Other Accounts|43285|0|0|0|546185
72518|102|All Other Accounts|||||546192
72519|102|All Other Accounts|0|0|0|0|546195
72520|102|All Other Accounts|||||546203
72521|102|All Other Accounts|452601|0|0|0|546212
72522|101|PER-CAPITA INTERNATIONAL|36681||||546216
72523|101|PER-CAPITA CAP COUNCIL|2955||||546216
72524|101|REGION 4 IPS|375||||546216
72525|101|PER-CAPITA RETIREE COUNCIL|250||||546216
72526|101|PER-CAPITA CHICAGO AREA CIVIL AND HUMAN RIGHTS|45||||546216
72527|102|All Other Accounts|||||546216
72528|102|All Other Accounts|||||546221
72529|102|All Other Accounts|||||546243
72530|102|All Other Accounts|68360||||546269
72531|101|Bestway Energy Services, Inc.|7634||||546280
72532|101|Headrick Insulation, Inc.|6781||||546280
72533|101|I.A.O.H.A.F.I.A.A.W.|16213||||546280
72534|102|All Other Accounts|13996||||546280
72535|102|All Other Accounts|||||546290
72536|102|All Other Accounts|26296||||546293
72537|101|PER CAPITA TAX - INTERNATIONAL UNION|186931||||546320
72538|101|REGIONAL CAP|11115||||546320
72539|102|All Other Accounts|0||||546320
72540|102|All Other Accounts|||||546341
72541|102|All Other Accounts|62|0|62|0|546343
72542|102|All Other Accounts|||||546347
72543|102|All Other Accounts|24769||||546348
72544|101|Southwest Airlines, Inc.|81437|34544|0|0|546351
72545|101|Seham, Seham, Meltz & Petersen, LLP|19932|0|0|0|546351
72546|101|Alaska Airlines, Inc.|22320|13724|0|0|546351
72547|101|Ryanne E. Pelletier (Accrued Vacation Pay)|13873|0|0|0|546351
72548|101|Kenneth S. Osgood (Accrued Vacation Pay)|10883|0|0|0|546351
72549|102|All Other Accounts|10678|0|0|0|546351
72550|101|Local 751 Health, Annuity & Pension Dues|11044||||546352
72551|101|IATSE National Health Fund|7653||||546352
72552|101|Local 153 Pension Fund Dues|2051||||546352
72553|101|Spivak Lipton LLP|24314||||546352
72554|101|Vogel & Russo LLP|3500||||546352
72555|101|Konica Minolta|301||||546352
72556|101|Miscellaneous|356||||546352
72557|102|All Other Accounts|||||546352
72558|101|PER CAPITA TAX|36172||||546354
72559|102|All Other Accounts|||||546354
72560|102|All Other Accounts|0|0|0|0|546358
72561|102|All Other Accounts|0||||546361
72562|102|All Other Accounts|||||546363
72563|102|All Other Accounts|4000|0|0|0|546365
72564|102|All Other Accounts|188819|2281|0|0|546367
72565|102|All Other Accounts|||||546369
72566|102|All Other Accounts|||||546371
72567|102|All Other Accounts|||||546373
72568|101|DUE TO INTERNATIONAL|19925||||546375
72569|101|PAYROLL TAXES|7422||||546375
72570|102|All Other Accounts|||||546375
72571|102|All Other Accounts|66359||||546379
72572|102|All Other Accounts|0|0|0|0|546382
72573|102|All Other Accounts|217||||546391
72574|102|All Other Accounts|15594||||546393
72575|102|All Other Accounts|174328|0|0|0|546395
72576|102|All Other Accounts|||||546396
72577|102|All Other Accounts|0|0|0|0|546397
72578|102|All Other Accounts|||||546401
72579|102|All Other Accounts|87||||546403
72580|102|All Other Accounts|0|0|0|0|546406
72581|101|UFCW INTL|6140||||546407
72582|101|PAYROLL PAYABLES|2432||||546407
72583|102|All Other Accounts|||||546407
72584|102|All Other Accounts|||||546408
72585|102|All Other Accounts|15937|0|0|0|546409
72586|101|NONE|0|0|0|0|546413
72587|102|All Other Accounts|0|0|0|0|546413
72588|102|All Other Accounts|0|0|0|0|546419
72589|101|International Brotherhood of Teamsters Per Capita|81734||||546421
72590|101|Teamsters Joint Council #73 Per Capita|21644||||546421
72591|101|Teamsters Joint Council #73 Pension|71243||||546421
72592|101|UPS Retirement|20490||||546421
72593|101|UPS Health and Welfare|20051||||546421
72594|101|R. A. Eberle & Company LLC|27878||||546421
72595|101|Zazzali, Fagella, Nowak, Kleinbaum, Friedman|23855||||546421
72596|102|All Other Accounts|11164||||546421
72597|101|N/A|0|0|0|0|546427
72598|102|All Other Accounts|0|0|0|0|546427
72599|102|All Other Accounts|114778||||546482
72604|101|NONE|0|0|0|0|546505
72605|102|All Other Accounts|0|0|0|0|546505
72606|102|All Other Accounts|||||546510
72607|102|All Other Accounts|||||546511
72608|102|All Other Accounts|||||546512
72609|102|All Other Accounts|||||546514
72610|101|December 2013 Per Capita Taxes|48661||||546516
72611|101|2013 Per Capita CAP councils|2895||||546516
72612|102|All Other Accounts|||||546516
72613|102|All Other Accounts|||||546528
72614|102|All Other Accounts|3106|0|0|0|546533
72615|101|Utilities|2975||||546536
72616|101|per capita taxes|85781||||546536
72617|101|Region 1A CAP|2560||||546536
72618|101|Telephone|786||||546536
72619|101|MI CAP|2560||||546536
72620|101|internet & cable|571||||546536
72621|102|All Other Accounts|||||546536
72622|102|All Other Accounts|37880||||546540
72623|102|All Other Accounts|0|0|0|0|546544
72624|102|All Other Accounts|||||546551
72625|102|All Other Accounts|204595||||546556
72626|102|All Other Accounts|||||546557
72627|102|All Other Accounts|||||546561
72628|102|All Other Accounts|||||546563
72629|101|UAW International Per Capita|107337|0|0|0|546582
72630|101|UAW CAP Per Capita|6485|0|0|0|546582
72631|101|Area 4 Retirees Council|74|0|0|0|546582
72632|102|All Other Accounts|0|0|0|0|546582
72633|102|All Other Accounts|8267||||546583
72634|102|All Other Accounts|||||546584
72635|102|All Other Accounts|17324|0|0|0|546586
