OID|INV_TYPE|NAME|AMOUNT|RPT_ID
205970|701|VANGUARD 500 INDEX FUND-SIGN FD 1340|1119506|547258
205971|701|WESTERN ASSET INTERM BOND PTF-I #224|1061120|547258
205972|705|Other Investments Total Cost||547258
205973|706|Other Investments Total Book Value||547258
205974|703|Marketable Securities Total Cost|1466664|547264
205975|704|Marketable Securities Total BookValue|1797060|547264
205976|701|VANGUARD STAR MUTUAL FUND|1797060|547264
205977|705|Other Investments Total Cost||547264
205978|706|Other Investments Total Book Value||547264
205979|703|Marketable Securities Total Cost|1991132|547265
205980|704|Marketable Securities Total BookValue|2106774|547265
205981|701|WELLS FARGO SECURITIES|326922|547265
205982|701|MERRILL LYNCH|443702|547265
205983|701|FIRST MERIT BANK / CITIZEN'S BANK|79878|547265
205984|701|JP MORGAN CHASE |620850|547265
205985|701|FIFTH THIRD INVESTMENTS|150520|547265
205986|701|LPL FINANCIAL ANNUITIES|224624|547265
205987|701|LPL FINANCIAL INVESTMENTS|207810|547265
205988|701|JACKSON NATIONAL LIFE ANNUITY|52468|547265
205989|705|Other Investments Total Cost||547265
205990|706|Other Investments Total Book Value||547265
205991|703|Marketable Securities Total Cost|5544|547269
205992|704|Marketable Securities Total BookValue|5544|547269
205993|705|Other Investments Total Cost|0|547269
205994|706|Other Investments Total Book Value|0|547269
205999|703|Marketable Securities Total Cost|250|547274
206000|704|Marketable Securities Total BookValue|313|547274
206001|705|Other Investments Total Cost||547274
206002|706|Other Investments Total Book Value||547274
206003|703|Marketable Securities Total Cost|877577|547276
206004|704|Marketable Securities Total BookValue|877577|547276
206005|701|NONE|0|547276
206006|705|Other Investments Total Cost||547276
206007|706|Other Investments Total Book Value||547276
206008|703|Marketable Securities Total Cost|408860|547280
206009|704|Marketable Securities Total BookValue|408860|547280
206010|701|Guggenheim Russell Top 50|28999|547280
206011|701|Vanguard Dividend Appreciation Fund|37057|547280
206012|701|First Eagle Global|31224|547280
206013|701|Wells Fargo Absolute Return|63011|547280
206014|701|JP Morgan Strategic Income Opp Fund|135666|547280
206015|701|Mainstay Markefield Fund|29991|547280
206016|701|Blackrock Global Allocation Fund|29942|547280
206017|705|Other Investments Total Cost||547280
206018|706|Other Investments Total Book Value||547280
206019|703|Marketable Securities Total Cost||547282
206020|704|Marketable Securities Total BookValue||547282
206021|705|Other Investments Total Cost||547282
206022|706|Other Investments Total Book Value||547282
206023|703|Marketable Securities Total Cost|923344|547294
206024|704|Marketable Securities Total BookValue|1015175|547294
206025|701|Merrill Lynch Investments|1015175|547294
206026|705|Other Investments Total Cost||547294
206027|706|Other Investments Total Book Value||547294
206028|703|Marketable Securities Total Cost||547295
206029|704|Marketable Securities Total BookValue||547295
206030|705|Other Investments Total Cost||547295
206031|706|Other Investments Total Book Value||547295
206032|703|Marketable Securities Total Cost||547297
206033|704|Marketable Securities Total BookValue||547297
206034|705|Other Investments Total Cost|127200|547297
206035|706|Other Investments Total Book Value|127200|547297
206036|702|EAU CLAIRE LABOR TEMPLE ASSN STOCK|126000|547297
206037|703|Marketable Securities Total Cost|5921718|547298
206038|704|Marketable Securities Total BookValue|7574248|547298
206039|705|Other Investments Total Cost|1000|547298
206040|706|Other Investments Total Book Value|1000|547298
206041|703|Marketable Securities Total Cost|0|547305
206042|704|Marketable Securities Total BookValue||547305
206043|705|Other Investments Total Cost|0|547305
206044|706|Other Investments Total Book Value||547305
206045|703|Marketable Securities Total Cost|392276|547308
206046|704|Marketable Securities Total BookValue|392276|547308
206047|701|BANK OF AMERICA FUNDING CORP|19845|547308
206048|701|SANOFI|20020|547308
206049|701|BP CAPITAL MARKETS PLC|20000|547308
206050|701|GLAXOSMITHKLINE CAPITAL|19949|547308
206051|701|FED NATL MTG ASSN|25185|547308
206052|701|GE CAPITAL BANK CD|20000|547308
206053|701|SALLIE MAE BANK CD|25000|547308
206054|705|Other Investments Total Cost||547308
206055|706|Other Investments Total Book Value||547308
206056|703|Marketable Securities Total Cost|0|547312
206057|704|Marketable Securities Total BookValue|0|547312
206058|701|NONE|0|547312
206059|705|Other Investments Total Cost|0|547312
206060|706|Other Investments Total Book Value|0|547312
206061|702|NONE|0|547312
206062|703|Marketable Securities Total Cost||547323
206063|704|Marketable Securities Total BookValue||547323
206064|705|Other Investments Total Cost|199939|547323
206065|706|Other Investments Total Book Value|199939|547323
206066|702|AXA EQUITABLE INDEXED ANNUITY|100000|547323
206067|702|WELLS FARGO BANK DEPOSIT SWEEP A/C|99939|547323
206068|703|Marketable Securities Total Cost||547325
206069|704|Marketable Securities Total BookValue||547325
206070|705|Other Investments Total Cost||547325
206071|706|Other Investments Total Book Value||547325
206072|703|Marketable Securities Total Cost||547330
206073|704|Marketable Securities Total BookValue||547330
206074|705|Other Investments Total Cost|1140179|547330
206075|706|Other Investments Total Book Value|1140179|547330
206076|702|Investment in Union Plaza, Inc.|1140179|547330
206077|703|Marketable Securities Total Cost|461|547338
206078|704|Marketable Securities Total BookValue|461|547338
206079|705|Other Investments Total Cost||547338
206080|706|Other Investments Total Book Value||547338
206089|701|XEROX CORPORATION, 8.250%, 05/15/2014|50968|547346
206081|703|Marketable Securities Total Cost|807773|547346
206082|704|Marketable Securities Total BookValue|807773|547346
206083|701|CISCO SYSTEMS INC, .559%, 03/14/2014|55000|547346
206084|701|ENERGY TRANSFER PARTNERS L.P, 8.500%, 04/15/2014|49998|547346
206085|701|GENERAL ELEC CAP CORP, 1.155%, 01/07/2014|55046|547346
206086|701|LINCOLN NATL CORP IND, 4.300%, 06/15/2015|50375|547346
206087|701|VORNADO REALTY TRUST, 4.250%, 04/01/2015|49917|547346
206088|701|WILLIS GROUP HLDGS PUB LTD, 4.125%, 03/15/2016|54718|547346
206090|705|Other Investments Total Cost||547346
206091|706|Other Investments Total Book Value||547346
206092|703|Marketable Securities Total Cost|143324|547351
206093|704|Marketable Securities Total BookValue|143324|547351
206094|701|FIDELITY CASH RESERVE MUTUAL FUNDS|143324|547351
206095|705|Other Investments Total Cost||547351
206096|706|Other Investments Total Book Value||547351
206105|703|Marketable Securities Total Cost|30605|547357
206106|704|Marketable Securities Total BookValue|30374|547357
206107|701|Prime Fund Capital Reserves|21763|547357
206108|701|Pimco Total Return Class C|5660|547357
206109|705|Other Investments Total Cost||547357
206110|706|Other Investments Total Book Value||547357
206111|703|Marketable Securities Total Cost|56724|547364
206112|704|Marketable Securities Total BookValue|109785|547364
206113|701|American Legacy Fund|85785|547364
206114|701|United Labor Bank- common stock|24000|547364
206115|705|Other Investments Total Cost||547364
206116|706|Other Investments Total Book Value||547364
206117|703|Marketable Securities Total Cost|0|547379
206118|704|Marketable Securities Total BookValue|0|547379
206119|705|Other Investments Total Cost|230904|547379
206120|706|Other Investments Total Book Value|230904|547379
206121|703|Marketable Securities Total Cost|4244085|547383
206122|704|Marketable Securities Total BookValue|4244085|547383
206123|705|Other Investments Total Cost||547383
206124|706|Other Investments Total Book Value||547383
206125|703|Marketable Securities Total Cost||547389
206126|704|Marketable Securities Total BookValue||547389
206127|705|Other Investments Total Cost|1323219|547389
206128|706|Other Investments Total Book Value|1323219|547389
206129|702|Amalgamated Bank of New York - Common Stock|1314689|547389
206130|703|Marketable Securities Total Cost|18132|547400
206131|704|Marketable Securities Total BookValue|27046|547400
206132|701|AMERICAN FUNDS MUTUAL FUND|27046|547400
206133|705|Other Investments Total Cost|151789|547400
206134|706|Other Investments Total Book Value|151789|547400
206135|702|163 SHARES - ABOC COMMON STOCK|24861|547400
206136|702|GS FTS GOVERNMENT FUND|126928|547400
206137|703|Marketable Securities Total Cost|7379110|547407
206138|704|Marketable Securities Total BookValue|7981462|547407
206139|701|Franklin Income Fund|1456140|547407
206140|701|Powershares Exchange Fund|548344|547407
206141|701|Doubleline Total Return Fund|1544726|547407
206142|701|Mutual Funds-other|1573449|547407
206143|701|Common Stocks-other|2858803|547407
206144|705|Other Investments Total Cost||547407
206145|706|Other Investments Total Book Value||547407
206146|703|Marketable Securities Total Cost|0|547417
206147|704|Marketable Securities Total BookValue|0|547417
206148|705|Other Investments Total Cost||547417
206149|706|Other Investments Total Book Value||547417
206150|703|Marketable Securities Total Cost|107379|547434
206151|704|Marketable Securities Total BookValue|130417|547434
206152|701|PRO BLEND CONSERVATIVE TERM SERIES S|130417|547434
206153|705|Other Investments Total Cost||547434
206154|706|Other Investments Total Book Value||547434
206155|703|Marketable Securities Total Cost|1574897|547438
206156|704|Marketable Securities Total BookValue|1640842|547438
206157|701|Vanguard Index Fund Adm|241600|547438
206158|701|PIMCO Low Duration II Inst|1060864|547438
206159|701|PIMCO GNMA Inst|338378|547438
206160|705|Other Investments Total Cost||547438
206161|706|Other Investments Total Book Value||547438
206162|703|Marketable Securities Total Cost|881278|547439
206163|704|Marketable Securities Total BookValue|879027|547439
206164|701|Putnam Floating Rate Inc A|879027|547439
206165|705|Other Investments Total Cost||547439
206166|706|Other Investments Total Book Value||547439
206167|703|Marketable Securities Total Cost|154993|547442
206168|704|Marketable Securities Total BookValue|154993|547442
206169|701|JP Morgan Prime Money Market Fund|154993|547442
206170|705|Other Investments Total Cost||547442
206171|706|Other Investments Total Book Value||547442
206172|703|Marketable Securities Total Cost||547445
206173|704|Marketable Securities Total BookValue||547445
206174|705|Other Investments Total Cost||547445
206175|706|Other Investments Total Book Value||547445
206176|703|Marketable Securities Total Cost|19666664|547469
206177|704|Marketable Securities Total BookValue|20020612|547469
206178|701|HOSPITALITY PROP TRUST SR UNSEC 7.875% DUE 8/15/14|2016240|547469
206179|705|Other Investments Total Cost|39826|547469
206180|706|Other Investments Total Book Value|39826|547469
206181|702|ULLICO STOCK|39826|547469
206182|703|Marketable Securities Total Cost||547484
206183|704|Marketable Securities Total BookValue||547484
206184|705|Other Investments Total Cost||547484
206185|706|Other Investments Total Book Value||547484
206186|703|Marketable Securities Total Cost|545246|547485
206187|704|Marketable Securities Total BookValue|542854|547485
206188|701|91000 units US Treasury  .375|91209|547485
206189|701|97000 units US Treasury .25|96913|547485
206190|701|86000 units US Treasury .625|86020|547485
206191|705|Other Investments Total Cost||547485
206192|706|Other Investments Total Book Value||547485
206193|703|Marketable Securities Total Cost|256335|547487
206194|704|Marketable Securities Total BookValue|256335|547487
206195|701|MORGAN STANLEY|79316|547487
206196|701|HEFREN-TILLOTSON, INC.|177019|547487
206197|705|Other Investments Total Cost||547487
206198|706|Other Investments Total Book Value||547487
206199|703|Marketable Securities Total Cost|0|547488
206200|704|Marketable Securities Total BookValue|0|547488
206201|701|NONE|0|547488
206202|705|Other Investments Total Cost|0|547488
206203|706|Other Investments Total Book Value|0|547488
206204|702|NONE|0|547488
206205|703|Marketable Securities Total Cost|0|547489
206206|704|Marketable Securities Total BookValue||547489
206207|705|Other Investments Total Cost|0|547489
206208|706|Other Investments Total Book Value||547489
206209|703|Marketable Securities Total Cost|3407761|547490
206210|704|Marketable Securities Total BookValue|3407761|547490
206211|701|COLUMBIA INCOME OPPORTUNITIES FUND|144879|547490
206212|701|COLUMBIA SHORT TERM BOND FUND|2887217|547490
206213|701|BANK OF AMERICA MONEY MARKET RESERVES|302770|547490
206214|705|Other Investments Total Cost||547490
206215|706|Other Investments Total Book Value||547490
206216|703|Marketable Securities Total Cost|0|547496
206217|704|Marketable Securities Total BookValue|0|547496
206218|705|Other Investments Total Cost|0|547496
206219|706|Other Investments Total Book Value|0|547496
206220|703|Marketable Securities Total Cost|0|547501
206221|704|Marketable Securities Total BookValue|0|547501
206222|705|Other Investments Total Cost|0|547501
206223|706|Other Investments Total Book Value|0|547501
206224|703|Marketable Securities Total Cost||547504
206225|704|Marketable Securities Total BookValue||547504
206226|705|Other Investments Total Cost|12040986|547504
206227|706|Other Investments Total Book Value|8496205|547504
206228|702|Investment in Local 705 Building Corporation|3924158|547504
206229|702|IMH Financial Corporation|630483|547504
206230|703|Marketable Securities Total Cost|0|547510
206231|704|Marketable Securities Total BookValue|0|547510
206232|705|Other Investments Total Cost|0|547510
206233|706|Other Investments Total Book Value|0|547510
206234|703|Marketable Securities Total Cost|0|547512
206235|704|Marketable Securities Total BookValue|0|547512
206236|705|Other Investments Total Cost||547512
206237|706|Other Investments Total Book Value||547512
206238|703|Marketable Securities Total Cost||547520
206239|704|Marketable Securities Total BookValue||547520
206240|705|Other Investments Total Cost||547520
206241|706|Other Investments Total Book Value||547520
206242|703|Marketable Securities Total Cost|0|547521
206243|704|Marketable Securities Total BookValue|0|547521
206244|705|Other Investments Total Cost||547521
206245|706|Other Investments Total Book Value||547521
206246|703|Marketable Securities Total Cost|4515294|547522
206247|704|Marketable Securities Total BookValue|4515294|547522
206248|701|n/a|0|547522
206249|701|n/a|0|547522
206250|701|n/a|0|547522
206251|701|n/a|0|547522
206252|701|n/a|0|547522
206253|701|n/a|0|547522
206254|701|n/a|0|547522
206255|701|n/a|0|547522
206256|705|Other Investments Total Cost||547522
206257|706|Other Investments Total Book Value||547522
206258|702| n/a|0|547522
206259|702|n/a|0|547522
206260|702|n/a|0|547522
206261|702|n/a|0|547522
206262|702|n/a|0|547522
206263|702|n/a|0|547522
206264|702|n/a|0|547522
206265|702| n/a|0|547522
206266|703|Marketable Securities Total Cost||547524
206267|704|Marketable Securities Total BookValue||547524
206268|701|N/A|0|547524
206269|705|Other Investments Total Cost||547524
206270|706|Other Investments Total Book Value||547524
206271|703|Marketable Securities Total Cost|0|547526
206272|704|Marketable Securities Total BookValue|0|547526
206273|705|Other Investments Total Cost|0|547526
206274|706|Other Investments Total Book Value|0|547526
206275|703|Marketable Securities Total Cost|1517991|547527
206276|704|Marketable Securities Total BookValue|1517991|547527
206277|701|AMERICAN AMCAP FUND|109038|547527
206278|701|AMERICAN GROWTH FUND|152293|547527
206279|701|BLACKROCK GLOBAL ALLOCATION FUND|144118|547527
206280|701|BLACKROCK VALUE FUND|205908|547527
206281|701|JP MORGAN EQUITY INCOME FUND|171162|547527
206282|701|OPPENHEIMER EQUITY INCOME FUND|173859|547527
206283|705|Other Investments Total Cost|76896|547527
206284|706|Other Investments Total Book Value|76896|547527
206285|702|ULLICO STOCK|5333|547527
206286|702|VAN KAMPEN SENIOR LOAN FUND|71563|547527
206287|703|Marketable Securities Total Cost|0|547528
206288|704|Marketable Securities Total BookValue|0|547528
206289|705|Other Investments Total Cost|0|547528
206290|706|Other Investments Total Book Value|0|547528
206308|703|Marketable Securities Total Cost||547538
206309|704|Marketable Securities Total BookValue||547538
206310|705|Other Investments Total Cost|5000|547538
206311|706|Other Investments Total Book Value|5000|547538
206312|702|Stock in Building Association|5000|547538
206313|703|Marketable Securities Total Cost|0|547539
206314|704|Marketable Securities Total BookValue|0|547539
206315|701|N/A|0|547539
206316|705|Other Investments Total Cost|0|547539
206317|706|Other Investments Total Book Value|0|547539
206318|702|N/A|0|547539
206319|703|Marketable Securities Total Cost|0|547540
206320|704|Marketable Securities Total BookValue|0|547540
206321|705|Other Investments Total Cost||547540
206322|706|Other Investments Total Book Value||547540
206323|703|Marketable Securities Total Cost||547543
206324|704|Marketable Securities Total BookValue||547543
206325|705|Other Investments Total Cost|838454|547543
206326|706|Other Investments Total Book Value|911997|547543
206327|702|FEDERATED GOV INCOME SECURITIES|312929|547543
206328|702|COMMERCE INVESTMENT|599068|547543
206329|703|Marketable Securities Total Cost|287760427|547544
206330|704|Marketable Securities Total BookValue|287760427|547544
206331|701|PIMCO ALL ASSET FUND|61133072|547544
206332|701|FPA NEW INCOME INC|40416544|547544
206333|701|PIMCO TOTAL RETURN II|58130085|547544
206334|701|GMO GLOBAL BALANCED ASSET ALLOCATION INDEX FUND|22976171|547544
206335|701|IVA WORLDWIDE FUND CLASS I|17014063|547544
206336|701|BLACKROCK GLOBAL ALLOC|21934516|547544
206337|705|Other Investments Total Cost|26619644|547544
206338|706|Other Investments Total Book Value|26619644|547544
206339|702|AFL-CIO INVESTMENT HOUSING TRUST|26619644|547544
206340|703|Marketable Securities Total Cost|580914|547545
206341|704|Marketable Securities Total BookValue|615134|547545
206342|701|PENN SECUIRTY INVESTMENTS|105544|547545
206343|701|NFP FORTUNE FINANCIAL|65056|547545
206344|701|MORGAN STANLEY DEAN WITTER|444534|547545
206345|705|Other Investments Total Cost|283772|547545
206346|706|Other Investments Total Book Value|283772|547545
206347|702|CSC FEDERAL CREDIT UNION|34189|547545
206348|702|PENN SECURITY BANK CD|50000|547545
206349|702|FIDELITY BANK CD|84583|547545
206350|702|CAPITAL TOTAL REALTY TRUST|45000|547545
206351|702|ICON CAPITAL CORP|70000|547545
206356|703|Marketable Securities Total Cost|0|547547
206357|704|Marketable Securities Total BookValue|0|547547
206358|705|Other Investments Total Cost|0|547547
206359|706|Other Investments Total Book Value|0|547547
206360|703|Marketable Securities Total Cost|0|547549
206361|704|Marketable Securities Total BookValue||547549
206362|705|Other Investments Total Cost|0|547549
206363|706|Other Investments Total Book Value||547549
206372|703|Marketable Securities Total Cost||547553
206373|704|Marketable Securities Total BookValue||547553
206374|705|Other Investments Total Cost|116697|547553
206375|706|Other Investments Total Book Value|116697|547553
206376|702|Symetra Select 3 Annuity|116697|547553
206381|701|ISHARES TIPS|10880|547556
206379|701|ISHARE MSCI EAFE|27576|547556
206377|703|Marketable Securities Total Cost|506066|547556
206378|704|Marketable Securities Total BookValue|544867|547556
206380|701|ISHARES IBOXX|19069|547556
206382|701|ISHARES 3-7 YEAR|8162|547556
206383|701|ISHARES MBS ETF|63056|547556
206384|701|ISHARES INC CORE|8219|547556
206385|701|MARKET VECTORS EMRG |5440|547556
206386|701|POWERSHARES|5481|547556
206387|701|SPDR BARCLAYS INTL|8199|547556
206388|701|SPDR BARCLAYS|24741|547556
206389|701|VANGUARD SM CAP VALUE|5258|547556
206390|701|VANGUARD SM CAP|10762|547556
206391|701|VANGUARD VAL ETF|97550|547556
206392|701|VANGUARD GROWTH ETF|119569|547556
206393|701|VANGUARD ST TM BOND|76733|547556
206394|701|VANGUARD INTERMEDIATE|46079|547556
206395|705|Other Investments Total Cost||547556
206396|706|Other Investments Total Book Value||547556
206397|703|Marketable Securities Total Cost|104259|547558
206398|704|Marketable Securities Total BookValue|101673|547558
206399|701|EATON VANCE EMERGING MARKETS LOCAL INCOME FUND|9097|547558
206400|701|LORD ABBETT SHORT DURATION INCOME FUND|46002|547558
206401|701|VIRTUS SENIOR FLOATING RATE FUND|46574|547558
206402|705|Other Investments Total Cost||547558
206403|706|Other Investments Total Book Value||547558
206404|703|Marketable Securities Total Cost|300000|547559
206405|704|Marketable Securities Total BookValue|558073|547559
206406|701|HD Vest|400471|547559
206407|701|Princor|157602|547559
206408|705|Other Investments Total Cost||547559
206409|706|Other Investments Total Book Value||547559
206418|703|Marketable Securities Total Cost||547561
206419|704|Marketable Securities Total BookValue||547561
206420|701|NONE|0|547561
206421|705|Other Investments Total Cost||547561
206422|706|Other Investments Total Book Value||547561
206423|702|NONE|0|547561
206424|703|Marketable Securities Total Cost||547562
206425|704|Marketable Securities Total BookValue|1922994|547562
206426|701|AFL-CIO HOUSING INVESTMENT TRUST|821695|547562
206427|701|VANGUARD 500 INDEX FUND|180903|547562
206428|701|VANGUARD MID CAP INDEX FUND|199437|547562
206429|701|VANGUARD SMALL CAP INDEX FUND|217529|547562
206430|701|JM SCOTT INVESTMENTS|503430|547562
206431|705|Other Investments Total Cost||547562
206432|706|Other Investments Total Book Value||547562
206433|703|Marketable Securities Total Cost|217621|547564
206434|704|Marketable Securities Total BookValue|243217|547564
206435|701|First Eagle Global CL A|111525|547564
206436|701|Loomis Sayles Strategic Income CL A|25883|547564
206437|701|Putnam Diversified Income CL A|52271|547564
206438|701|Federated Cap Income|15318|547564
206439|701|Ishares Select Dividend|14270|547564
206440|705|Other Investments Total Cost||547564
206441|706|Other Investments Total Book Value||547564
206442|703|Marketable Securities Total Cost|6135408|547567
206443|704|Marketable Securities Total BookValue|6964438|547567
206444|701|Vanguard Funds - Client Services - unrestricted|1143857|547567
206445|701|Vanguard Funds - Brokerage Assets - unrestricted|5251517|547567
206446|701|Vanguard Funds - Death Benefit Fund|60458|547567
206447|701|Vanguard Funds - Building Fund|0|547567
206448|701|Vanguard Funds - Emergency Fund|281466|547567
206449|701|SunTrust Investment Sweep|227140|547567
206450|705|Other Investments Total Cost||547567
206451|706|Other Investments Total Book Value||547567
206452|703|Marketable Securities Total Cost||547569
206453|704|Marketable Securities Total BookValue||547569
206454|705|Other Investments Total Cost||547569
206455|706|Other Investments Total Book Value||547569
206458|701|UBS Mutual Funds|376884|547571
206456|703|Marketable Securities Total Cost|387619|547571
206457|704|Marketable Securities Total BookValue|376884|547571
206459|705|Other Investments Total Cost||547571
206460|706|Other Investments Total Book Value||547571
206461|703|Marketable Securities Total Cost||547572
206462|704|Marketable Securities Total BookValue||547572
206463|705|Other Investments Total Cost||547572
206464|706|Other Investments Total Book Value||547572
206465|703|Marketable Securities Total Cost|88922212|547573
206466|704|Marketable Securities Total BookValue|88922212|547573
206467|701|PIMCO Total Return Fund|11938933|547573
206468|701|PIMCO All Asset Fund|6549025|547573
206469|705|Other Investments Total Cost|315417|547573
206470|706|Other Investments Total Book Value|315417|547573
206471|702|Property Held for Investment|250000|547573
206472|702|ULLICO Stock|65417|547573
206473|703|Marketable Securities Total Cost|0|547578
206474|704|Marketable Securities Total BookValue|0|547578
206475|701|NONE|0|547578
206476|705|Other Investments Total Cost|0|547578
206477|706|Other Investments Total Book Value|0|547578
206478|702|NONE|0|547578
206479|703|Marketable Securities Total Cost||547580
206480|704|Marketable Securities Total BookValue|0|547580
206481|705|Other Investments Total Cost||547580
206482|706|Other Investments Total Book Value|0|547580
206483|703|Marketable Securities Total Cost|0|547581
206484|704|Marketable Securities Total BookValue|0|547581
206485|701|0|0|547581
206486|701|0|0|547581
206487|701|0|0|547581
206488|701|0|0|547581
206489|701|0|0|547581
206490|701|0|0|547581
206491|701|0|0|547581
206492|701|0|0|547581
206493|701|0|0|547581
206494|701|0|0|547581
206495|701|0|0|547581
206496|701|0|0|547581
206497|701|0|0|547581
206498|705|Other Investments Total Cost||547581
206499|706|Other Investments Total Book Value||547581
206500|703|Marketable Securities Total Cost||547583
206501|704|Marketable Securities Total BookValue||547583
206502|705|Other Investments Total Cost||547583
206503|706|Other Investments Total Book Value||547583
206504|703|Marketable Securities Total Cost|920161|547584
206505|704|Marketable Securities Total BookValue|920161|547584
206506|701|EDWARD JONES MUTUAL FUNDS|452846|547584
206507|701|CURIAN INVESTMENTS|414353|547584
206508|705|Other Investments Total Cost||547584
206509|706|Other Investments Total Book Value||547584
206510|703|Marketable Securities Total Cost|18585724|547588
206511|704|Marketable Securities Total BookValue|18585724|547588
206512|701|DODGE & COX INCOME FUND|1747060|547588
206513|701|EATON VANCE FLOATING RATE FUND|1070675|547588
206514|701|PIMCO TOTAL RETURN BOND|1827784|547588
206515|701|T ROWE PRICE SHORT TERM BOND|2373350|547588
206516|701|VANGUARD TOTAL BOND MARKET|3085331|547588
206517|701|BLACKROCK EQUITY DIVIDEND|1282727|547588
206518|701|BLACKROCK S&P 500 STOCK|1321946|547588
206519|701|HARBOR INTERNATIONAL FUND|1075666|547588
206520|701|T ROWE PRICE GROWTH STOCKS|1080960|547588
206521|705|Other Investments Total Cost||547588
206522|706|Other Investments Total Book Value||547588
206527|703|Marketable Securities Total Cost|322098|547590
206528|704|Marketable Securities Total BookValue|344797|547590
206529|701|Vanguard 500 Index|48302|547590
206530|701|PIMCO Mod Duration |27842|547590
206531|701|T Rowe Price Int'l Bond|17415|547590
206532|701|Vanguard DEV Mkts Index|26830|547590
206533|701|DFA Emerging Mkts|17865|547590
206534|701|PIMCO Commodity|21980|547590
206535|701|Prudential Global|40489|547590
206536|705|Other Investments Total Cost||547590
206537|706|Other Investments Total Book Value||547590
206538|703|Marketable Securities Total Cost|465185|547592
206539|704|Marketable Securities Total BookValue|465185|547592
206540|701|Wells Fargo Ad Govt Money Fund|179262|547592
206541|701|14842 Ridgeworth US Govt Sec|150000|547592
206542|701|900 Shares Barclays Int Govt Bond|99105|547592
206543|705|Other Investments Total Cost||547592
206544|706|Other Investments Total Book Value||547592
206545|703|Marketable Securities Total Cost|0|547594
206546|704|Marketable Securities Total BookValue|0|547594
206547|705|Other Investments Total Cost|0|547594
206548|706|Other Investments Total Book Value|0|547594
206549|702|0|0|547594
206550|703|Marketable Securities Total Cost|393341|547598
206551|704|Marketable Securities Total BookValue|393341|547598
206552|701|FEDERATED GOVERNMENT ULTRA SHORT FUND|59195|547598
206553|701|PAYDEN LOW DURATION FUND|26743|547598
206554|701|TEMPLETON GLOBAL BOND FUND|26028|547598
206555|701|TOUCHSTONE ULTRA SHORT DUR FIXED INCOME Z|63582|547598
206556|701|VANGUARD SHORT TERM BOND INDEX FUND|28556|547598
206557|701|DWS ALTERNATIVE ASSET ALLOCATION FUND|25199|547598
206558|701|ISHARES MSCI ETF|23309|547598
206559|701|ISHARES MSCI GROWTH ETF|26942|547598
206560|701|ISHARES MSCI VALUE ETF|29185|547598
206561|705|Other Investments Total Cost||547598
206562|706|Other Investments Total Book Value||547598
206563|703|Marketable Securities Total Cost|5826368|547603
206564|704|Marketable Securities Total BookValue|5826368|547603
206565|701|7320 SHARES ISHARES CORE S&P 500 ETF|956949|547603
206566|701|4081 SHARES ISHARES CORE S&P MID-CAP ETF|386897|547603
206567|701|6075 SHARES ISHARES TRUST CORE MSCI EAFE ETF|327780|547603
206568|705|Other Investments Total Cost|2780786|547603
206569|706|Other Investments Total Book Value|2780786|547603
206570|702|PACIFIC EQUITY GROUP LLC|2780586|547603
206571|703|Marketable Securities Total Cost|0|547605
206572|704|Marketable Securities Total BookValue|0|547605
206573|705|Other Investments Total Cost|0|547605
206574|706|Other Investments Total Book Value|0|547605
206575|703|Marketable Securities Total Cost|11776091|547608
206576|704|Marketable Securities Total BookValue|12584849|547608
206577|701|IVA Worldwide Fund Class I|1524836|547608
206578|701|Vanguard Dividend Appreciation ETF|1390511|547608
206579|701|FPA New Income Inc.|2118158|547608
206580|701|PIMCO All Asset Fund Class P|1736234|547608
206581|701|PIMCO Emerging Markets Bond Fund Class P|862962|547608
206582|701|PIMCO Real Return Fund Class P|778105|547608
206583|701|PIMCO Total Return Fund Class P|1405935|547608
206584|701|PIMCO Real Return Fund Class P|1228330|547608
206585|701|SPDR Gold Trust|921993|547608
206586|705|Other Investments Total Cost||547608
206587|706|Other Investments Total Book Value||547608
206588|703|Marketable Securities Total Cost||547609
206589|704|Marketable Securities Total BookValue||547609
206590|705|Other Investments Total Cost||547609
206591|706|Other Investments Total Book Value||547609
206592|703|Marketable Securities Total Cost|8793693|547619
206593|704|Marketable Securities Total BookValue|8793693|547619
206594|701|DREYFUS CASH MANAGEMENT FUND|1912425|547619
206595|701|VANGUARD SHORT TERM INVEST GRADE|2023612|547619
206596|705|Other Investments Total Cost||547619
206597|706|Other Investments Total Book Value||547619
206598|703|Marketable Securities Total Cost|3166420|547624
206599|704|Marketable Securities Total BookValue|3599157|547624
206600|701|U.S.TREASURY NOTE, 3.5%DUE 2/15/2018|303976|547624
206601|701|FHLB, 3%, DUE 3/27/2020|205322|547624
206602|701|FHLB, 4.125%, DUE 3/13/2020|274158|547624
206603|701|VANGUARD INSTITUTIONAL INDEX FUND #94|577597|547624
206604|705|Other Investments Total Cost|1043729|547624
206605|706|Other Investments Total Book Value|1414508|547624
206606|702|UNION BUILDING FUND|1414508|547624
206607|703|Marketable Securities Total Cost||547626
206608|704|Marketable Securities Total BookValue||547626
206609|705|Other Investments Total Cost||547626
206610|706|Other Investments Total Book Value||547626
206611|703|Marketable Securities Total Cost||547627
206612|704|Marketable Securities Total BookValue||547627
206613|705|Other Investments Total Cost||547627
206614|706|Other Investments Total Book Value||547627
206615|703|Marketable Securities Total Cost|30529|547630
206616|704|Marketable Securities Total BookValue|30529|547630
