OID|DESCRIPTION|BOOK_VALUE|RPT_ID
52855|SECURITY DEPOSIT - OFFICE LEASE|2646|538454
52856|Security Deposit|32|538465
52857|SUPPLIES INVENTORY|3679|538522
52858|PREPAID EXPENSES|1824|538533
52859|PREPAID INSURANCE|2760|538533
52860|.|0|538535
52861|SUPPLIES INVENTORY|6240|538539
52862|NONE|0|538543
52863|INVENTORY OF CLOTHING AND APPAREL ITEMS|1186|538552
52864|Dues receivable|41272|538562
52865|Prepaid insurance|1426|538562
52866|SECURITY DEPOSITS|1860|538564
52867|PREPAID PAYROLL EXPENSES|3615|538564
52868|Security Deposits|1284|538565
52869|PRE-PAID EXPENSES|7236|538566
52870|SECURITY DEPOSIT|4071|538566
52871|Prepaid Expenses|3488|538567
52872|RENT SECURITY DEPOSIT|1800|538573
52873|Prepaid Insurance|8421|538574
52874|Prepaid Expenses|13680|538574
52875|Metered Postage|2152|538574
52876|INVENTORY OF HATS, T-SHIRTS ETC.|4169|538575
52877|Prepaid Expenses|827039|538577
52878|Prepaid Annual Delegates Meetings Oct 2012|14390|538577
52879|Prepaid to Affiliates|40970|538577
52880|Prepaid CSE Political Action Fund Contribution|278445|538577
52881|Security Deposits|3286|538577
52882|Security Deposit|738|538587
52883|PREPAID INSURANCE|1630|538588
52884|PREPAID EXPENSE (INSURANCE)|3163|538591
52885|LEASE DEPOSIT|11479|538591
52886|INVENTORY|8666|538591
52887|Security Deposits|4679|538593
52888|Payroll Withholdings|2010|538593
52889|Due from Affiliates|1305781|538593
52890|Prepaid Expenses|105102|538593
52891|Promotional Items/Office Supply Inventory|15479|538593
53234|Payroll taxes|5413|543143
52893|Principal Trust Deposit Account|482|538593
52894|Due from Affiliates|29488|538594
52895|Prepaid Expenses|4690|538594
52902|DUE FROM BUILDING FUND|405881|538602
52903|SECURITY DEPOSIT|3700|538602
52904|Utilities deposit|1242|538604
52905|Prepaid insurance|5980|538604
52906|Legal fees retainer for Bankruptcy of El Vocero|10000|538604
52907|Security Deposits|9016|538605
52908|Misc. Prepaids|12127|538605
52909|Prepaid Postage|47718|538605
52910|Interfund Receivables|76290|538605
52911|N/A|0|538606
52912|NONE|0|538612
52914|PREPAID LEGAL FEES (PAID AT THE END OF SEPTEMBER)|3000|538616
52915|SECURITY DEPOSITS|25041|538622
52916|LABOR BOND |1779|538622
52918|Loan Origination Costs, net|1110|538637
52919|SECURITY DEPOSITS |4418|538643
52920|PREPAID EXPENSES|23216|538643
52921|Prepaid real estate taxes|14286|538689
52922|ACCRUED INTEREST RECEIVABLE|1207|538736
52923|PREPAYMENTS|20168|538736
52924|PREPAID EMPLOYMENT TAXES|893|538736
52925|DUE FROM RELATED ORGAINIZATIONS|3268|538736
52926|LEASE DEPOSIT|7933|538739
52927|LEASE DEPOSIT|2300|538739
52928|Employee Receivables|2194|538743
52929|Burial plots|1500|538752
52930|Utility Deposit|100|538762
52931|Cemetary Plots|3300|538772
52932|Reimbusable Expenses|1657|538772
52933|Deposits|2019|538772
52934|PROMOTIONAL GOODS ON HAND|17718|538773
52936|Two Desks|300|538825
52937|Office Lights|100|538825
52938|Printer|200|538825
52939|Printer II|100|538825
52940|PC Computer|692|538825
52941|WORKERS' COMPENSATION DEPOSIT|373|538840
52942|Accrued Investment Income|2605|538962
52943|Prepaid Expenses|1276|538962
52949|Prepaid Expenses|5749|539101
52950|ACCRUED INTEREST AND DIVIDENDS|5307|539118
52951|SECURITY DEPOSIT|250|539118
52952|PREPAID EXPENSES |11603|539118
52953|COMPUTER SOFTWARE, NET OF ACCUMULATED |0|539118
52954|AMORTIZATION OF $37,909|21976|539118
52955|SDG&E (UTILITY) - SECURITY DEPOSIT|193|539212
52956|N/A|0|539233
52957|EMPLOYEE SALARY REIMBURESEMENT RECEIVABLE|53950|539250
52958|ACCRUED INTEREST RECEIVABLE|4639|539250
52959|PREPAID EXPENSES|1425|539250
52960|Deposits for Workers' Compensation|54|539260
52961|Security Deposti|4716|539309
52962|Cooperative Printing Stock|1850|539319
52963|PREPAID INSURANCE|156300|539374
52964|PREPAID REAL ESTATE TAXES|32471|539374
52965|PAYROLL TRANSFER ESCROW|19533|539374
52966|LOCAL UNION AFFILIATE EXCHANGE|-555|539374
52967|PREPAID SERVICE EXPENSES|2083|539374
52968|OVERPAYMENT DUE FROM VENDOR|4625|539374
52969|PREPAID CONVENTION COST|11795|539374
52970|Prepaid Payroll|1400|539379
52971|Other Receivables - Workers' Comp annual audit adj|2048|539386
52972|Prepaid Expenses|2760|539386
52973|Deposits|778|539390
52974|Prepaids|2696|539390
52975|PREPAID ASSETS|34355|539431
52976|OPAC|67228|539431
52977|LOCAL CENTRAL LEDGER|592435|539431
52978|BENEFITS INSURANCE|128833|539431
52979|STAFF FLEX|33706|539431
52980|FAIR SHARE|9829|539431
52981|PREPAID OVERHEAD SERVICES|1093|539431
52982|COBRA HEALTH INSURANCE|8115|539431
52983|AAA INSURANCE|301|539431
52984|UTILITY DEPOSIT|800|539564
52985|PREPAID EXPENSES|3869|539568
52986|EMPLOYEE ADVANCE|-6851|539580
52987|N/A|0|539687
52989|n/a|0|539767
52990|n/a|0|539773
52991|NOT APPLICABLE-NO OTHER ASSETS|0|539833
52992|AS OF 12-31-13 35 HATS REMAINED|0|539865
52993|AS OF 12-31-13 20 SHIRTS REMAINED|0|539865
52994|HATS AND SHIRTS SOLD TO MEMBERS $860|0|539865
52995|THE NBV OF THE HATS AND SHIRTS |860|539865
52996|Lease Security|90625|539950
52997|supplies for resale or door prizes, retiree gifts|5798|540093
52998|MISCELLANEOUS RECEIVABLES|99386|540101
52999|PREPAID EXPENSES|38919|540101
53000|None|0|540180
53001|UNITED WAY|863|540185
53002|Security deposits|420|540220
53005|                                             ||540371
53006|INVENTORY SHIRTS|1251|540371
53007|INVENTORY BIBLES|764|540371
53008|INVENTORY WATCHES|427|540371
53009|PREPAID INSURANCE|1503|540505
53010|Bibles|41|540526
53011|Service Pins|290|540526
53012|Hats|80|540526
53013|Prepaid  insurance|4019|540551
53014|Prepaid life insurance|4847|540551
53015|INTEREST INCOME RECEIVABLE|1|540552
53016|PREPAID EXPENSES|43119|540552
53017|EDUCATION PROGRAM-CASH|2158|540552
53018|PEOPLES PAC CASH|102363|540552
53019|ESCROW FOR POST RETIREMENT BENEFITS|53705|540552
53020|PAYROLL TAXES PAID IN ADVANCE|666|540555
53021|Security Deposit, Maxxum, 300 S 1st St Suite 325|2196|540618
53022|Key Card Deposit, Maxxum, 300 S 1st St Suite 325|150|540618
53023|None|0|540652
53024|Deposit - Ohio Bureau of Workers' Compensation|91|540681
53025|Rent Deposit|1297|540681
53026|SECURITY DEPOSITS|1906|540754
53030|CONSTRUCTION IN PROGRESS|19470|540884
53034|PREPAID EXPENSES|759|540958
53035|PREPAID EXPENSES|5500|541024
53036|T Shirts & Supplies Held for Resale|17963|541025
53037|NONE|0|541057
53038|Utility Deposit|350|541065
53039|none|0|541082
53040|Supplies Held for Resale|21495|541104
53041|NONE|0|541182
53042|LABOR HOME SHARES|4000|541185
53043|SECURITY DEPOSIT|608|541218
53044|Inventory|3111|541226
53045|DEPOSIT WORKERS COMPENSATION|266|541268
53046|CINELECT INC|5143806|541268
53047|PREPAID TAXES|1002|541284
53048|MORTGAGE TAX ESCROW|17919|541284
53049|DEFERRED MORTGAGE COSTS|33232|541284
53050|Clothing, Stickers, and Other Items for Resale|1816|541317
53051|n/a|0|541363
53052|Due from President|581|541365
53053|Security Deposit (Phone Lease)|136|541365
53054|UPS UTILITY DEPOSIT|125|541380
53055|PREPAID INSURANCE|3933|541400
53056|MISC. OFFICE SUPPLIES|200|541417
53057|2 BIBLES WITH CEDAR CASES|80|541417
53058|5 BIBLES WITHOUT CEDAR CASES|160|541417
53059|18 LOCAL 9 T- SHIRTS|270|541417
53060|                                                  ||541417
53062|BASEBALL CAPS & KNIT CAPS|738|541494
53063|T-SHIRTS & SWEATSHIRTS|9664|541494
53064|UNION STEWARD BAGS|288|541494
53065|FLAGS - VETERANS' DAY COLLECTION|139|541494
53066|MUGS, COOZIES & GLASSES|258|541494
53067|BIBLES|943|541494
53068|CHECK STICKERS, WINDOW DECALS & TEMPORARY TATTOOS|837|541494
53069|PLASTIC MEMBERSHIP CARDS|350|541494
53070|UAW SEW-ON PATCHES|405|541494
53071|Seposits with venors|507|541511
53072|Interest Receivable |2802|541515
53073|HATS, T-SHIRTS, WATCHES, OTHER INVENTORY|8337|541523
53074|Hats|180|541571
53075|T-shirts|1440|541571
53076|Bibles|150|541571
53077|Sweatshirts|420|541571
53078|Jacket|90|541571
53079|LABOR RELATIONS COMMITTIEE DEPOSIT/ADVANCE|3000|541603
53080|DUE FROM AFFILIATED ORGANIZATIONS|17959|541611
53081|ACCRUED INTEREST RECEIVABLE|3561|541653
53082|PREPAYMENTS|634|541653
53083|DEPOSITS|647|541656
53084|PREPAID ANNUAL PROFESSIONAL CONFERENCE|50981|541680
53085|PREPAID POSTAGE|2970|541680
53086|SECURITY DEPOSITS|11505|541680
53087|PREPAID MISCELLANEOUS EXPENSES|22881|541680
53089|NONE|0|541684
53091|Womens Watches for Retiree's (35)|3535|541686
53092|Mens Watches for Retiree's (102)|10302|541686
53093|Bibles (155)|4650|541686
53094|Pending distribution to MRCC Building Company, LLC|22575|541687
53096|None|0|541734
53097|none|0|541763
53098|ACCRUED DIVIDENDS|784|541785
53099|T shirt inventory (111)|1554|541815
53100|Cap inventory (65)|780|541815
53101|SECURITY DEPOSITS|900|541819
53102|26 watches (service awards) at a cost of $79.28 ea|2061|541825
53103|29 bibles at a cost of $26.56 each|770|541825
53104|Bible's 16@ $30|480|541826
53105|N/A|0|541828
53106|Inventory|5769|541878
53107|DEPOSIT- OFFICE LEASE|9720|542024
53108|DEPOSIT WITH UFCW INTERNATIONAL UNION ABC|16928|542024
53109|Dental Insurance premiums|4981|542066
53110|PREPAID EXPENSES|3145|542090
53111|Inventory|6284|542094
53112|Security deposits|150|542094
53113|DEPOSITS|780|542098
53114|PAYROLL TAXES|1488|542114
53118|NONE|0|542192
53120|MEN'S WALLETS|840|542224
53121|RETIREE RINGS|1400|542224
53122|BIBLES|1000|542224
53123|RETIREMENT PINS|90|542224
53124|Prepaid Expenses|13317|542230
53125|telephones|239|542243
53126|fold up chairs|1830|542243
53127|vacuum cleaner|267|542243
53128|laptops|1307|542243
53129|Computer network hardware|972|542243
53130|Prepaid expenses|22917|542272
53131|Inventory|1144|542272
53132|RENT DEPOSIT|1400|542314
53133|UTILITIES DEPOSIT|2160|542314
53134|REFUND RECEIVABLE|825|542314
53135|POW/MIA T-SHIRTS - 19 @ $10 EACH|190|542316
53136|COMBAT BOOTS - 9 @ $10 EACH|90|542316
53137|15" BRANCH PATCHES - 4 @ $15 EACH|60|542316
53138|6" BRANCH PATCHES -  8 @ $5 EACH|40|542316
53139|GREY T-SHIRTS - 19 @ $17 EACH|323|542316
53140|BELTS W/ BELTBUCKLES - 5 @ $5 EACH|25|542316
53141|28 BIBLES @ $36.04|1009|542321
53142|Postage Deposit for mailing of Local Union Paper|3300|542330
53143|Inventory - Memorial Bibles for Deceased Members|900|542330
53144|Inventory - 25 year service rings|29012|542330
53145|Inventory - Retiree Book & Pen Set|2542|542330
53146|Inventory - Hats for Resale|1116|542330
53147|Inventory - Shirts for Resale|1440|542330
53148|BULK MAIL ACCOUNT|974|542332
53149|COMFORT FOR THE DAY BOOKS|160|542332
53150|Inventory for resale|756|542342
53151|Prepaid expense|104|542347
53152|Credit card - prepaid|33|542347
53153|Advance - Roofers JATC|10|542347
53154|NONE|0|542368
53155|Utility Deposit|135|542382
53156|SECURITY DEPOSIT - OFFICE LEASE |14385|542392
53157|CREDIT CARD BALANCE|68|542401
53158|RENT DEPOSIT|3585|542442
53159|PREPAID EXPENSES|710|542442
53160|PREPAID INSURANCE|2423|542442
53161|Bibles|2566|542451
53162|25 Year Service Rings|20507|542451
53163|bibles that were bought in 2002|185|542456
53164|laptop bags for shop stewards in 2011|900|542456
53165|Union T-Shirts|454|542467
53166|Security deposit|1329|542471
53167|UTILITY DEPOSIT|110|542512
53168|BIBLES (53 @ $23.95)|1269|542523
53169|RECOGNITION WATCHES (44 @ $77.25)|3399|542523
53170|Prepaid Insurance|772|542550
53171|Deposits and Prepaid Items|11734|542589
53172|Inventory|28652|542615
53173|PREPAID EXPENSES|13489|542632
53174|TRANSIT CHECK INVENTORY|306|542632
53175|POSTAGE BY PHONE |2000|542637
53176|EZ TRAVEL |4000|542637
53177|ORKIN EXTERMINATING |110|542637
53178|3 EMPTY KEGS OF BEER|90|542637
53179|2 FULL KEGS OF BEER |250|542637
53182|Prepaid expenses|14290|542721
53183|12 Mens Watches @ $64.50 each|774|542741
53187|WATCHES|3382|542771
53188|Security deposit|1200|542778
53189|Bible Inventory (15 Bibles @ $32 each)|480|542784
53190|0|0|542811
53191|INVENTORY OF ITEMS FOR RESALE|2658|542815
53192|INVENTORY OF DOOR PRIZE ITEMS|1864|542815
53193|Hats, Shirts and Bibles|34339|542820
53194|DIRECT DEPOSIT PREPAYMENT|4702|542825
53195|rent deposit|14648|542846
53196|Bibles|600|542857
53197|Toys for Kids' Parties|350|542857
53198|Utility deposit|35|542857
53199|Memorial Bibles|963|542886
53200|Retiree Jackets|2997|542886
53201|BWC deposit|180|542897
53202|19 shirts |380|542912
53203|75 hats|750|542912
53204|17 bibles|544|542912
53205|UTILITY DEPOSIT|530|542921
53206|RENT SECURITY DEPOSIT|2934|542931
53207|PREPAID INSURANCE|5870|542931
53208|PERPAID RENT|3173|542931
53209|ACCRUED INTEREST|33336|542931
53210|NONE|0|542937
53211|PREPAID EXPENSES|1200|542943
53212|Local apparel for sale Jackets,Shirts,Hats, ect.. |29198|542980
53213|Memorial Bibles for Membership|1165|542980
53214|LABOR TEMPLE BONDS|2625|542982
53215|NONE|0|542983
53216|Bibles 35 @$26.00|910|542985
53217|Postage|17|542985
53218|Misc. Office Supplies|20|542985
53219|Rent deposit|8989|542990
53220|UTILITY DEPOSIT|990|542992
53221|RENT DEPOSIT|16665|542992
53222|T-SHIRTS ON HAND S/S, S/M/L AND XL   184   @ $8.00|1472|542995
53223|T-SHIRTS ON HAND S/S, 2XL  29    @$9.50|276|542995
53224|T-SHIRTS ON HAND S/S, 3XL      30@$10.50|315|542995
53225|T-SHIRTS ON HAND S/S, 4XL    19@$$11.50|219|542995
53226|T-SHIRTS ON HAND L/S, S/M/L AND XL  12 @$10.00|120|542995
53227|T-SHIRTS ON HAND L/S, 2XL      18  @$11.50|207|542995
53228|T-SHIRTS ON HAND L/S, 3XL        9@$12.50|113|542995
53229|NONE|0|543005
53230|Prepaid expenses|3072|543034
53231|Security deposits|2043|543034
53232|NA|0|543052
53233|Inventory for Resale|6114|543078
53579|NONE|0|545185
53235|PREPAID EXPENSES|4989|543145
53236|44 Bibles on hand in 2013|880|543164
53237|Security Deposit|1800|543203
53238|Prepaid Giftcard|2100|543203
53239|Due from Affiliate|92751|543204
53240|Accrued Interest|13290|543204
53241|Prepaid Expenses|14418|543204
53242|Retiree Chapter Hats|233|543303
53243|POSTMASTER DEPOSIT|3000|543306
53244|DEPOSIT FOR BULK MAIL USPS TRUST ACCOUNT|1422|543310
53245|ACCRUED INTEREST RECEIVABLE|11122|543362
53246|PREPAID INSURANCE|24864|543362
53247|Deposits|464|543363
53248|NONE|0|543370
53249|IL WITHHOLDING TAX REFUND|3090|543373
53251|Deposits|4168|543413
53252|Interest receivable|7344|543413
53253|Postage on Meter|178|543432
53254|Bibles left from 2013 (22)|726|543432
53255|Watches for service and recognition awards (38)|1444|543432
53256|Shirts for Womens Committee (40)|400|543432
53257|Shirts for Veterans Committee (14)|140|543432
53258|CSV Life Insurance|26521|543443
53259|EXPENSE REIMBURSEMENTS DUE FROM ENTITIES|2024|543490
53260|PREPAID EXPENSES|2274|543490
53261|NONE|0|543495
53265|NONE|0|543566
53266|Jackets (4) @ $29.85 |199|543580
53267|Postage|103|543580
53268|Watches (3) 1 Ladies & 2 Mens|90|543580
53269|Tshirts (161) @$20.00|3220|543580
53270|Hoodies (2) @ $50.00|100|543580
53271|Misc Office Supplies|190|543580
53272|Escrow|50000|543583
53273|Prepaid Expenses|9962|543583
53274|Due from Affiliates|229991|543583
53275|Prepaid Property Taxes|3532|543586
53276|Prepaid Insurance|2789|543586
53277|Prepaid Expense|13391|543586
53278|PREPAID EXPENSES|4858|543588
53279|LOAN COSTS - NET OF AMORTIZATION|1070|543588
53280|N/A|0|543589
53281|Loan fees - net of amortization|6045|543591
53282|NONE|0|543602
53283|Bibles to be given to deceased members families|1122|543606
53284|Cookbooks-  promotional Item|210|543606
53285|UAW Money Clips- Promotional Item|312|543606
53286|UAW Shirts- Promotional Item|1117|543606
53287|UAW Stocking Caps- Promotional Item|64|543606
53288|UAW Coolers- Promotional Item|222|543606
53289|UAW Hunter Safety Wallets- Promotional Item|660|543606
53290|PAYROLL TAXES WITHHELD AND ACCRUED|563|543630
53291|PREPAID EXPENSES|2096|543635
53292|DEFERRED EXPENSES|77164|543635
53293|NONE|0|543636
53294|BIBLES|7525|543644
53295|WATCHES|886|543644
53296|RINGS|19441|543644
53297|NONE|0|543661
53298|Cash surrender value - deferred compensation plan|187143|543666
53299|Cash surrender value - life insurance|24555|543666
53300|Postage meter deposit - Pitney Bowes|1050|543674
53301|Postage Dues - U.S.P.S.|73|543674
53302|Business Reply  Mail Dues - U.S.P.S.|128|543674
53303|Newspaper Postage - U.S.P.S.|270|543674
53304|Bibles|188|543674
53305|Items for Resale Inventory: Shirts, jackets, etc|15857|543674
53306|Promotional Items: Retiree pins, hats, etc|2049|543674
53307|NONE|0|543684
53308|LEASE DEPOSIT|3000|543700
53309|Bibles (73)|2336|543722
53310|Hats (136)|2176|543722
53311|T-shirts/Rec (22)|220|543722
53312|T-shirts/UAW (93)|791|543722
53313|Hitchcovers (265)|970|543722
53314|SECURITY DEPOSITS|7269|543746
53315|Accrued interest receivable|2359|543752
53316|Prepaid insurance|15342|543752
53317|SECURITY DEPOSITS|7110|543796
53318|OTHER|209|543796
53319|Escrow deposit|6000|543813
53320|Lease security deposit|3612|543817
53321|Deposits|200|543824
53322|Loan Fees, net of amortization of $2,794|6506|543827
53323|Inventory of supplies for sale|5407|543831
53324|PREPAID INS|295|543836
53325|OTHER DEPOSITS|5583|543836
53326|PREPAID EXPENSES|144897|543871
53327|DEPOSITS|23600|543871
53329|NONE|0|543877
53330|SEI INVESTMENTS|489003|543878
53331|Prepaid Expenses|756|543883
53332|Security Deposit - Utility Company|50|543887
53333|Other Deposit|250|543887
53334|BWC deposit|202|543890
53335|PREPAID EXPENSES|5506|543911
53336|0|0|543912
53337|PREPAID EXPENSES|17227|543914
53338|ACCRUED INTEREST-BANKS & FCU|101|543914
53339|SECURITY DEPOSIT|1650|543914
53340|Bibles|340|543915
53341|CSC Knives|356|543915
53342|Shirts|2820|543915
53343|M&M|1848|543915
53344|Vets Magnets|107|543915
53345|Hats|54|543915
53346|Cookbooks|1470|543915
53347|Prepaid Expenses|3268|543926
53348|DEPOSIT IN TRANSIT FOR LATE IN YEAR PAYROLL|8165|543930
53349|INSURANCE DEPOSIT|3362|543935
53350|OVERPAID WITHHOLDING TAXES|27975|543937
53351|WATCHES|11600|543955
53352|FOOD PANTRY GIFT CARDS|640|543955
53353|none|0|543959
53354|Prepaid insurance|3065|543982
53355|INTEREST CONSTRUCTIVELY RECEIVED|31004|543983
53356|Deposits |4044|543990
53357|Deposit|96|544016
53358|INVENTORY MERCHANDISE|302|544021
53359|EARNEST MONEY FOR PURCHASE OF BUILDING|5000|544028
53360|SECURITY DEPOSIT|224|544029
53361|Computer software deposit|25000|544032
53362|Escrow deposit - workers compensation|11000|544032
53363|Due from affiliates|27883|544032
53364|Accrued Revenue|90|544041
53365|RENTAL SECURITY DEPOSIT|2950|544058
53366|INVENTORY - PINS, WATCHES & BRASS MEMBERSHIP CARD|25206|544060
53367|Prepaid Insurance|9049|544075
53368|Prepaid Rent|6376|544075
53369|Security Deposit|9198|544075
53370|SUPPLIES FOR RESALE|5962|544080
53371|Inventory|8354|544088
53372|Antiques and Collectibles|14500|544094
53373|Payroll Liabilities|123|544094
53374|241 Pension Loan|34864|544094
53375|PREPAID EXPENSES|663|544100
53376|Deposit|646|544102
53377|NONE|0|544104
53378|Supplies for resale|4434|544114
53379|15 Bibles |561|544121
53380|12 Watches|972|544121
53381|Utility Deposit|150|544121
53382|INVENTORY|3352|544123
53383|I.L.W.U. DEPOSIT|37369|544131
53384|I.L.R.C. DEPOSIT|17500|544131
53385|Deposit - W.I.C.|127|544152
53386|67 Bibles @ 29.95|2006|544163
53387|DUE FROM AFFILIATED HEALTH AND WELFARE FUND|1900|544165
53388|SECURITY DEPOSIT - OFFICE|6558|544165
53389|SECURITY DEPOSIT - COPIER|1000|544165
53390|GIFT CARDS - JEWEL|926|544165
53391|PAYROLL TAXES TO BE REFUNDED BY GOVT AGENCIES|737|544165
53392|INVENTORY OF SHIRTS AND OTHER ITEMS FOR SALE |740|544189
53393|S/T Laptop and Printer|1000|544201
53394|Addtional Local Lodge Laoptop|900|544201
53395|Labor Temple Shares|25|544201
53396|RETURNED CHECKS|361|544202
53397|SECURITY DEPOSITS|20423|544208
53398|T SHIRTS & CAPS|2564|544209
53399|N/A|0|544219
53400|N/A|0|544219
53401|N/A|0|544219
53402|N/A|0|544219
53403|N/A|0|544219
53404|N/A|0|544219
53405|N/A|0|544219
53406|N/A|0|544219
53407|N/A|0|544219
53408|N/A|0|544219
53409|Rent Security Deposit|6113|544223
53410|Overdeposit of payroll tax|1133|544223
53411|401K overpayment|100|544223
53413|Overpayment of credit cards|212|544229
53415|PREPAID PAYROLL TAXES|243|544260
53416|Cash Surrender Value - Life Insurance|137|544290
53417|Electrical Workers Home Association, Inc.|820764|544295
53418|20 Bibles @ $31.95 each|639|544300
53419|BIBLES (3 LEFT ON HAND)|90|544301
53420|WATCHES (25 LEFT ON HAND)|1600|544301
53421|CAR MAGNETS (145 LEFT ON HAND)|196|544301
53422|T-SHIRTS (323 LEFT ON HAND)|4845|544301
53423|BASEBALL CAPS(43 LEFT ON HAND)|430|544301
53424|KNIT WINTER HATS(16 LEFT ON HAND)|96|544301
53425|BUMPER STICKERS (1750 LEFT ON HAND)|525|544301
53426|Investment in Building Corp|162144|544303
53427|PREPAID INSURANCE|3355|544305
53428|Security Deposit|2100|544306
53429|PAYROLL DEPOSIT|4301|544317
53430|SECURITY DEPOSIT|5790|544322
53431|DUE FROM WORKERS UNITED|14506|544323
53432|DUE FROM NATIONAL HEALTH & WELFARE FUND|8198|544323
53433|DUE FROM NATIONAL RETIREMENT FUND|2033|544323
53434|DUE FROM SEIU REBATE PER CAPITA|9195|544323
53435|Social Hall Inventory|6671|544326
53436|Security Deposit|1879|544326
53437|NONE|0|544330
53438|Prepaid Insurance - Union Insurance Group|1998|544336
53439|NONE|0|544338
53440|DEPOSITS|1100|544345
53441|Lease - Security Deposit|3900|544347
53442|PREPAID EXPENSES|58494|544348
53443|PREPAID PAYROLL|1596|544351
53444|Restricted receipts|1330|544367
53445|T-SHIRTS/CAPS|6123|544368
53446|BAR INVENTORY|9176|544368
53447|UTILITY DEPOSIT|350|544369
53448|DUES RECEIVABLE|90085|544370
53449|OTHER RECEIVABLE|24125|544370
53450|PREPAID EXPENSES|284|544370
53452|Bibles|1571|544374
53453|MISCELLANEOUS RECEIVABLE|3139|544376
53454|SECURITY DEPOSIT|3664|544376
53455|NONE|0|544380
53456|Miscellaneous receivable|1750|544434
53457|BIBLES (20 CATHOLIC, 12 PROTESTANT, & 1 AFRICAN)|1163|544435
53458|INVENTORY HELD FOR RESALE (T-SHIRTS & HATS)|1185|544435
53459|LIQUOR LICENSE|7500|544457
53460|Flags|536|544469
53461|Pins, Emblems, Stickers, & Patches|3053|544469
53462|Bibles|774|544469
53463|Mugs|36|544469
53464|Softballs|25|544469
53465|Postage in Bulk & Meter|1236|544469
53466|Restricted Cash - The Roofers Local 12 Retirees Fd|9293|544477
53467|NONE|0|544479
53468|T-Shirts (120@$11.67)|1400|544493
53469|SECURITY DEPOSIT ON LEASES|5800|544498
53470|ACCRUED INTEREST RECEIVABLE|33062|544498
53471|PREPAID EXPENSES|44206|544498
53472|DUE FROM RELATED ORGANIZATIONS|459302|544498
53473|Liquor License|8770|544502
53474|Advances/Prepayments|500|544505
53475|ACCRUED INTEREST|763|544507
53476|PREPAID EXPENSES|6144|544507
53477|cemetary plot|200|544520
53478|rent deposit|1125|544520
53479|Milady's textbooks|11123|544520
53480|Refreshment deposit on account with Banko Beverage|300|544540
53481|Bible inventory *25* (Give to dead member family)|807|544540
53482|Due from Affiliates|39849|544553
53483|Prepaid Expenses|4632|544553
53484|SHIRT AND HAT INVENTORY|250|544572
53485|NONE|0|544579
53487|Website design |6000|544588
53488|DEPOSIT - WATER METER-CITY OF FLINT|150|544589
53489|DEPOSIT - POSTAGE METER|64|544589
53490|DEPOSIT - US POST OFFICE NEWSLETTER POSTAGE|1050|544589
53491|DEPOSIT - US POST OFFICE ADDRESS CHANGES|31|544589
53492|BIBLES - DECEASED MEMBERS AND THEIR FAMILY|3054|544589
53493|RETIREE LICENSE PLATES - 63 @ 3|189|544589
53494|SERVICE RINGS - 25 @ 67.50|1687|544589
53495|SECURITY DEPOSIT|2600|544590
53496|T-SHIRTS|135|544594
53497|BLING T-SHIRTS|336|544594
53498|TOTE BAG|15|544594
53499|HATS|30|544594
53500|SWEATSHIRTS|266|544594
53501|JACKETS|48|544594
53502|27 BIBLES|945|544594
53503|DEPOSIT PRELIMINARY DRAWINGS - BUILDING ADDITION|3481|544598
53504|CONSTRUCTION IN PROCESS - BUILDING ADDITION|100430|544598
53505|Accrued Interest Receivable|761|544602
53506|Accrued Interest Receivable|173065|544603
53507|Prepaid Insurance|73072|544603
53508|Prepaid Computer|52991|544603
53509|Deposits & Prepaids|114270|544603
53510|FMV of Building Equity Fund|147254|544605
53511|NONE|0|544629
53512|FMV of Building Fund|147254|544636
53513|UTILITY DEPOSIT|535|544639
53514|Deposit on Lansing Office Lease|615|544650
53515|Prepaid Expenses|2571|544659
53516|NONE|0|544696
53517|Hats, Shirts, Pins, and other items for sale|6763|544755
53518|DEPOSIT - WORKERS COMPENSATION|143|544759
53519|UTILITY DEPOSITS|120|544779
53520|Rings|6799|544790
53521|PREPAID INSURANCE|44094|544794
53522|PREPAID EXPENSES|96559|544794
53523|ALLOWANCE FOR BAD DEBTS|-10000|544794
53524|DEFERRED RENTAL REC-NEWHALL|497790|544794
53525|PREPAID SALARIES|12733|544794
53526|CAPITALIZED COST-NEWHALL|148503|544794
53527|WORKERS COMPENSATION DEPOSIT|337|544798
53529|Overpayment of payroll withholding taxes|220|544878
53530|Lease deposit|28945|544878
53531|  2 Jackets @ $65.00|130|544904
53532|16 Tee Shirts @ $16.00|256|544904
53533|12 Stocking Caps @ $6.00|72|544904
53534|28 Baseball Caps @ $5.00|140|544904
53535|3 Hoodies @ $30.00|90|544904
53536|30 Bibles @ $24.00|720|544904
53537|Utility Deposits|42|544915
53538| 1 Hat|12|544915
53539|24 Bibles|778|544915
53540|22 Special Occasion T-Shirts|233|544915
53541|18 Regular T-Shirts ($5)|191|544915
53542|132 Regular T-Shirts ($10)|1419|544915
53543|22 Glasses|128|544915
53544|184 Koozies|219|544915
53545|N/A|0|544999
53546|Shirts and hats|3368|545010
53547|Watches|7763|545010
53548|Bibles|1890|545010
53549|Service pins|1650|545010
53550|Vizion smart TV|661|545018
53551|SECURITY DEPOSIT|150|545076
53552|UTILITY DEPOSIT|350|545076
53553|Deposit - Workers Compensation|153|545077
53554|DEPOSIT - WORKERS COMPENSATION|145|545079
53555|ACCRUED INTEREST|1137|545083
