OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
399361|1201|REIMB SHARED EMPLOYEE EXPENSES|2013-01-29|13864|1428091|545981
399362|1201|Insurance Claim|2013-06-19|10573|1428096|545983
399363|1201|Expense Reimbursement|2013-03-21|25400|1428097|545983
399364|1201|Expense Reimbursement|2013-04-30|25400|1428097|545983
399365|1201|Expense Reimbursement|2013-05-30|25400|1428097|545983
399366|1201|Expense Reimbursement|2013-06-27|25400|1428097|545983
399367|1201|Expense Reimbursement|2013-07-26|25400|1428097|545983
399368|1201|Expense Reimbursement|2013-08-30|25400|1428097|545983
399369|1201|Expense Reimbursement|2013-09-26|25400|1428097|545983
399370|1201|Expense Reimbursement|2013-10-17|25400|1428097|545983
399371|1201|Expense Reimbursement|2013-11-06|25400|1428097|545983
399372|1201|Expense Reimbursement|2013-12-26|25400|1428097|545983
399373|1201|Expense Reimbursement|2013-06-19|17421|1428097|545983
399374|1201|Expense Reimbursement|2013-01-24|25400|1428097|545983
399375|1201|Expense Reimbursement|2013-02-28|25400|1428097|545983
399376|1201|Expense Reimbursement|2013-01-24|8900|1428098|545983
399377|1201|Expense Reimbursement|2013-02-28|8900|1428098|545983
399378|1201|Expense Reimbursement|2013-03-21|8900|1428098|545983
399379|1201|Expense Reimbursement|2013-04-30|8900|1428098|545983
399380|1201|Expense Reimbursement|2013-05-30|8900|1428098|545983
399381|1201|Expense Reimbursement|2013-06-27|8900|1428098|545983
399382|1201|Expense Reimbursement|2013-07-26|8900|1428098|545983
399383|1201|Expense Reimbursement|2013-08-30|8900|1428098|545983
399384|1201|Expense Reimbursement|2013-09-26|8900|1428098|545983
399385|1201|Expense Reimbursement|2013-10-17|8900|1428098|545983
399386|1201|Expense Reimbursement|2013-11-06|8900|1428098|545983
399387|1201|Expense Reimbursement|2013-12-26|8900|1428098|545983
399388|1201|Expense Reimbursement|2013-01-24|9700|1428100|545983
399389|1201|Expense Reimbursement|2013-02-28|9700|1428100|545983
399390|1201|Expense Reimbursement|2013-03-21|9700|1428100|545983
399391|1201|Expense Reimbursement|2013-04-30|9700|1428100|545983
399392|1201|Expense Reimbursement|2013-05-30|9700|1428100|545983
399393|1201|Expense Reimbursement|2013-06-27|9700|1428100|545983
399394|1201|Expense Reimbursement|2013-07-26|9700|1428100|545983
399395|1201|Expense Reimbursement|2013-08-30|9700|1428100|545983
399396|1201|Expense Reimbursement|2013-09-26|9700|1428100|545983
399397|1201|Expense Reimbursement|2013-10-17|9700|1428100|545983
399398|1201|Expense Reimbursement|2013-11-06|9700|1428100|545983
399399|1201|Expense Reimbursement|2013-12-26|9700|1428100|545983
399400|1201|Expense Reimbursement|2013-06-19|227605|1428100|545983
399401|1201|J.BARLOW/D.BLAKELY BET RE|2013-12-30|5762|1428120|545990
399402|1201|13TH REBATE CHECK|2013-04-29|5497|1428120|545990
399403|1201|REIMB. ORG. TULSA TRIP|2013-05-13|12508|1428120|545990
399404|1201|TRIP REIMB. (BET)|2013-09-10|8080|1428120|545990
399405|1201|13TH REBATE CHECK|2013-04-30|8485|1428129|546007
399406|1201|Reimbursement for lost wages paid by Local 639|2013-01-24|14942|1428145|546016
399407|1201|Wage Reimbursement|2013-03-31|4139|1428169|546017
399408|1201|Wage Reimbursement|2013-06-30|4139|1428169|546017
399409|1201|Wage Reimbursement|2013-09-30|4139|1428169|546017
399410|1201|Wage Reimbursement|2013-12-31|4140|1428169|546017
399411|1201|MERGER OF LOCALS  ASSETS|2013-10-24|25328|1428215|546025
399412|1201|13th per cap rebate|2013-05-01|29638|1428216|546025
399413|1201|PA1 ADJUSTMENT VOTTELER, C SR|2013-11-19|114|1428234|546028
399414|1201|PA1 ADJUSTMENT SAIA|2013-07-17|1254|1428234|546028
399415|1201|PA1 ADJUSTMENT HARTWIG|2013-05-10|345|1428234|546028
399416|1201|PA1 ADJUSTMENT HARTWIG|2013-07-13|104|1428234|546028
399417|1201|CHRISTMAS PARTY CONTRIBUTION|2013-12-01|250|1428244|546028
399418|1201|13TH REBATE|2013-05-01|7698|1428255|546039
399419|1201|Subsidy - Fight for Fair Economy|2013-01-04|175110|1428258|546041
399420|1201|Subsidy - Fight for Fair Economy|2013-02-08|175110|1428258|546041
399421|1201|Subsidy - Fight for Fair Economy|2013-03-08|183037|1428258|546041
399422|1201|Subsidy - Fight for Fair Economy|2013-04-05|70692|1428258|546041
399423|1201|Subsidy - Organizing Members|2013-04-26|9777|1428258|546041
399424|1201|Subsidy - Fight for Fair Economy|2013-05-03|67225|1428258|546041
399425|1201|Subsidy - Fight for Fair Economy|2013-05-20|90338|1428258|546041
399426|1201|Subsidy - Fight for Fair Economy|2013-05-21|94105|1428258|546041
399427|1201|Subsidy - Fight for Fair Economy|2013-06-05|65000|1428258|546041
399428|1201|Subsidy - Fight for Fair Economy|2013-06-07|67054|1428258|546041
399429|1201|Subsidy - Fight for Fair Economy|2013-06-12|200000|1428258|546041
399430|1201|Subsidy - Fight for Fair Economy|2013-07-03|67433|1428258|546041
399431|1201|Subsidy - Fight for Fair Economy|2013-07-12|43027|1428258|546041
399432|1201|Subsidy - Fight for Fair Economy|2013-07-17|100000|1428258|546041
399433|1201|Subsidy - Fight for Fair Economy|2013-07-30|190000|1428258|546041
399434|1201|Subsidy - Fight for Fair Economy|2013-08-02|72950|1428258|546041
399435|1201|Subsidy - Organizing Members|2013-08-23|10504|1428258|546041
399436|1201|Subsidy - Fight for Fair Economy|2013-09-06|68475|1428258|546041
399437|1201|Subsidy - Fight for Fair Economy|2013-09-24|20000|1428258|546041
399438|1201|Subsidy - Fight for Fair Economy|2013-10-04|68475|1428258|546041
399439|1201|Subsidy - Organizing Members|2013-10-11|9329|1428258|546041
399440|1201|Funding for Immigration Reform|2013-10-25|15000|1428258|546041
399441|1201|Subsidy - Fight for Fair Economy|2013-11-08|64534|1428258|546041
399442|1201|Subsidy - Fight for Fair Economy|2013-12-06|76483|1428258|546041
399443|1201|Kaiser Campaign Reimbursement|2013-06-04|5913|1428263|546041
399444|1201|Fund Transfer from Bank Account|2013-01-30|9431|1428266|546041
399445|1201|Subsidy - Wisconsin Swing Fight for Fair Economy|2013-09-11|100000|1428276|546041
399446|1201|REIMBURSE DONATION FROM PRIOR YEAR |2013-04-09|5000|1428376|546057
399447|1201|Organizing assistance|2013-01-03|25000|1428379|546060
399448|1201|Organizing assistance|2013-03-05|17000|1428379|546060
399449|1201|Organizing assistance|2013-05-07|50000|1428379|546060
399450|1201|Day on the Hill|2013-05-15|10000|1428379|546060
399451|1201|Council 59 - So Dakota|2013-10-04|63000|1428379|546060
399452|1201|Organizing assistance|2013-11-07|50000|1428379|546060
399453|1201|Strike Fund Rebate|2013-04-29|13837|1428435|546076
399454|1201|LOST TIME & TAXES REIMBUR|2013-09-04|21826|1428483|546095
399455|1201|LOST TIME & TAX REIMB BUS|2013-08-06|14785|1428483|546095
399456|1201|13TH STRIKE FUND REBATE|2013-05-03|10226|1428483|546095
399457|1201|STRIKE FUND REBATE|2013-05-03|9002|1428483|546095
399458|1201|STRIKE FUND REBATE|2013-06-07|8974|1428483|546095
399459|1201|STRIKE FUND REBATE|2013-07-18|8948|1428483|546095
399460|1201|STRIKE FUND REBATE|2013-09-13|8832|1428483|546095
399461|1201|STRIKE FUND REBATE|2013-04-03|8810|1428483|546095
399462|1201|STRIKE FUND REBATE|2013-03-14|8800|1428483|546095
399463|1201|STRIKE FUND REBATE|2013-07-29|8727|1428483|546095
399464|1201|STRIKE FUND REBATE|2013-10-03|8646|1428483|546095
399465|1201|STRIKE FUND REBATE|2013-11-04|8642|1428483|546095
399466|1201|STRIKE FUND REBATE|2013-12-10|8593|1428483|546095
399467|1201|STRIKE FUND REBATE|2013-02-15|8183|1428483|546095
399468|1201|STRIKE FUND REBATE|2013-01-02|7921|1428483|546095
399469|1201|LOST TIME REIMB|2013-06-17|6900|1428483|546095
399470|1201|CAP EXPENSES REIMBURSEMEN|2013-04-03|7994|1428484|546095
399471|1201|Reimbursement for UPS travel expenses|2013-04-29|11254|1428492|546108
399472|1201|reimbursements|2013-01-31|18071|1428543|546171
399473|1201|reimbursements|2013-02-28|23603|1428543|546171
399474|1201|reimbursements|2013-03-31|24189|1428543|546171
399475|1201|reimbursements|2013-04-30|19380|1428543|546171
399476|1201|reimbursements|2013-05-31|17438|1428543|546171
399477|1201|reimbursements|2013-11-29|21488|1428543|546171
399478|1201|reimbursements|2013-12-31|21175|1428543|546171
399479|1201|REVENUE SHARING|2013-02-12|10166|1428588|546177
399480|1201|REVENUE SHARING|2013-03-15|10166|1428588|546177
399481|1201|REVENUE SHARING|2013-04-23|10166|1428588|546177
399482|1201|REVENUE SHARING|2013-05-30|9674|1428588|546177
399483|1201|REVENUE SHARING|2013-05-30|9698|1428588|546177
399484|1201|REVENUE SHARING|2013-07-26|9674|1428588|546177
399485|1201|REVENUE SHARING|2013-09-06|9674|1428588|546177
399486|1201|REVENUE SHARING|2013-09-06|9674|1428588|546177
399487|1201|REVENUE SHARING|2013-09-25|9674|1428588|546177
399488|1201|REVENUE SHARING|2013-10-18|9674|1428588|546177
399489|1201|REVENUE SHARING|2013-11-20|9674|1428588|546177
399490|1201|REVENUE SHARING|2013-12-17|9674|1428588|546177
399491|1201|REVENUE SHARING|2013-01-15|10166|1428588|546177
399492|1201|December 2012 Revenue Sharing Program|2013-01-15|9719|1428623|546192
399493|1201|January 2013 Revenue Sharing Program|2013-02-11|9719|1428623|546192
399494|1201|February 2013 Revenue Sharing Program|2013-03-12|9719|1428623|546192
399495|1201|March 2013 Revenue Sharing Program|2013-04-23|9719|1428623|546192
399496|1201|May 2013 Revenue Sharing Program|2013-05-29|19374|1428623|546192
399497|1201|May 2013 Revenue Sharing Program|2013-07-17|20375|1428623|546192
399498|1201|July 2013 Revenue Sharing Program|2013-08-27|7783|1428623|546192
399499|1201|August 2013 Revenue Sharing Program|2013-09-17|9386|1428623|546192
399500|1201|September 2013 Revenue Sharing Program|2013-10-17|9386|1428623|546192
399501|1201|October 2013 Revenue Sharing Program|2013-11-19|9386|1428623|546192
399502|1201|November 2013 Revenue Sharing Program|2013-12-18|9386|1428623|546192
399503|1201|Subsidy-Organizing|2013-01-09|7251|1428625|546195
399504|1201|Subsidy-Organizing|2013-02-13|7251|1428625|546195
399505|1201|Subsidy-Organizing|2013-03-08|7251|1428625|546195
399506|1201|Subsidy-Organizing|2013-04-04|7251|1428625|546195
399507|1201|Subsidy-Organizing|2013-05-07|7251|1428625|546195
399508|1201|Subsidy-Organizing|2013-06-17|7251|1428625|546195
399509|1201|Subsidy-Organizing|2013-07-03|7251|1428625|546195
399510|1201|Subsidy-Organizing|2013-08-07|7251|1428625|546195
399511|1201|Subsidy-Organizing|2013-09-09|7251|1428625|546195
399512|1201|Subsidy-Organizing|2013-10-11|7251|1428625|546195
399513|1201|Subsidy-Organizing|2013-11-06|7251|1428625|546195
399514|1201|Subsidy-Organizing|2013-12-12|7251|1428625|546195
399515|1201|Auto Leasing - Settlements|2013-06-03|10247|1428627|546195
399516|1201|Auto Leasing- Settlements|2013-06-17|10355|1428627|546195
399537|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-03-31|8000|1428739|546212
399517|1201|REIMB. OF SHARED REAL ESTATE COMMISSIONS|2013-04-30|21250|1428716|546212
399518|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-01-31|19500|1428734|546212
399519|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-02-28|19500|1428734|546212
399520|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-03-31|19500|1428734|546212
399521|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-04-30|19500|1428734|546212
399522|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-05-31|19500|1428734|546212
399523|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-06-30|19500|1428734|546212
399524|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-07-31|19500|1428734|546212
399525|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-08-31|19500|1428734|546212
399526|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-09-30|19500|1428734|546212
399527|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-10-31|19500|1428734|546212
399528|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-11-30|54492|1428734|546212
399529|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-12-31|19500|1428734|546212
399530|1201|REPAYMENT OF MORTGAGE NOTE|2013-08-31|1013915|1428735|546212
399531|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-09-30|8000|1428739|546212
399532|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-10-31|8000|1428739|546212
399533|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-11-30|8000|1428739|546212
399534|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-12-31|8000|1428739|546212
399535|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-01-31|8000|1428739|546212
399536|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-02-28|8000|1428739|546212
399538|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-04-30|8000|1428739|546212
399539|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-05-31|8000|1428739|546212
399540|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-06-30|8000|1428739|546212
399541|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-07-31|8000|1428739|546212
399542|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-08-31|8000|1428739|546212
399543|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-11-30|92458|1428742|546212
399544|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-12-31|168000|1428742|546212
399545|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-01-31|8000|1428743|546212
399546|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-02-28|9041|1428743|546212
399547|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-04-30|8000|1428743|546212
399548|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-05-31|8000|1428743|546212
399549|1201|REIMB FOR ALLOCATED SALARY AND COMMON EXPENSES|2013-06-30|8000|1428743|546212
399550|1201|MERGER PROCEEDS|2013-04-30|6500|1428744|546212
399551|1201|PAYMENT ON MORTGAGE NOTE|2013-01-31|5684|1428745|546212
399552|1201|PAYMENT ON MORTGAGE NOTE|2013-02-28|5654|1428745|546212
399553|1201|PAYMENT ON MORTGAGE NOTE|2013-03-31|5625|1428745|546212
399554|1201|PAYMENT ON MORTGAGE NOTE|2013-04-30|5596|1428745|546212
399555|1201|PAYMENT ON MORTGAGE NOTE|2013-05-31|5567|1428745|546212
399556|1201|PAYMENT ON MORTGAGE NOTE|2013-06-30|5538|1428745|546212
399557|1201|PAYMENT ON MORTGAGE NOTE|2013-07-31|5509|1428745|546212
399558|1201|PAYMENT ON MORTGAGE NOTE|2013-08-31|5481|1428745|546212
399559|1201|REIMB. FOR UTILITIES|2013-02-28|11493|1428746|546212
399560|1201|REBATE 13TH ARTICAL 16 SE|2013-04-29|7189|1428760|546216
399561|1201|12/2012 P.C.T. REBATE|2013-02-11|6527|1428760|546216
399562|1201|P.C.T. REFUND 12/2012|2013-01-03|5082|1428760|546216
399563|1201|Durs And Expense Refund|2013-07-02|235|1428767|546221
399564|1201|Durs And Expense Refund|2013-07-30|236|1428767|546221
399565|1201|Durs And Expense Refund|2013-01-04|247|1428767|546221
399566|1201|Durs And Expense Refund|2013-01-31|246|1428767|546221
399567|1201|Durs And Expense Refund|2013-03-06|1226|1428767|546221
399568|1201|Durs And Expense Refund|2013-03-14|11|1428767|546221
399569|1201|Durs And Expense Refund|2013-03-27|241|1428767|546221
399570|1201|Durs And Expense Refund|2013-05-28|4848|1428767|546221
399571|1201|Durs And Expense Refund|2013-08-28|235|1428767|546221
399572|1201|Durs And Expense Refund|2013-09-26|235|1428767|546221
399573|1201|Durs And Expense Refund|2013-10-25|1020|1428767|546221
399574|1201|Durs And Expense Refund|2013-11-05|231|1428767|546221
399575|1201|Durs And Expense Refund|2013-12-17|230|1428767|546221
399576|1201|Pension Refund|2013-01-22|6852|1428791|546259
399577|1201|Void Stale Checks|2013-05-31|7131|1428793|546259
399578|1201|Expense Reimbursement|2013-08-02|5884|1428832|546259
399579|1201|Reimburse for Admin Services|2013-04-18|93401|1428833|546259
399580|1201|Reimburse for Admin Services|2013-05-20|70895|1428833|546259
399581|1201|Reimburse for Admin Services|2013-07-12|24462|1428833|546259
399582|1201|Reimburse for Admin Services|2013-08-27|23724|1428833|546259
399583|1201|Reimburse for Admin Services|2013-10-10|24085|1428833|546259
399584|1201|Reimburse for Admin Services|2013-12-03|71512|1428833|546259
399585|1201|Reimburse for Admin Services|2013-12-27|363062|1428833|546259
399586|1201|Reimburse for Admin Services|2013-01-22|84987|1428833|546259
399587|1201|Reimburse for Admin Services|2013-02-28|80993|1428833|546259
399588|1201|Organizing Assistance and Expense Reimbursement|2013-11-25|97638|1428834|546259
399589|1201|Organizing Assistance and Expense Reimbursement|2013-12-12|44876|1428834|546259
399590|1201|Organizing Assistance and Expense Reimbursement|2013-01-04|41755|1428834|546259
399591|1201|Organizing Assistance and Expense Reimbursement|2013-08-07|39295|1428834|546259
399592|1201|Organizing Assistance and Expense Reimbursement|2013-10-10|34766|1428834|546259
399593|1201|Organizing Assistance and Expense Reimbursement|2013-05-03|31297|1428834|546259
399594|1201|Organizing Assistance and Expense Reimbursement|2013-02-04|31266|1428834|546259
399595|1201|Organizing Assistance and Expense Reimbursement|2013-03-04|30511|1428834|546259
399596|1201|Organizing Assistance and Expense Reimbursement|2013-09-04|29836|1428834|546259
399597|1201|Organizing Assistance and Expense Reimbursement|2013-10-03|29763|1428834|546259
399598|1201|Organizing Assistance and Expense Reimbursement|2013-04-03|29000|1428834|546259
399599|1201|Organizing Assistance and Expense Reimbursement|2013-01-02|29000|1428834|546259
399600|1201|Organizing Assistance and Expense Reimbursement|2013-11-07|29000|1428834|546259
399601|1201|Organizing Assistance and Expense Reimbursement|2013-06-07|29000|1428834|546259
399602|1201|Organizing Assistance and Expense Reimbursement|2013-06-26|28000|1428834|546259
399603|1201|Organizing Assistance and Expense Reimbursement|2013-07-08|21943|1428834|546259
399604|1201|Organizing Assistance and Expense Reimbursement|2013-03-11|21809|1428834|546259
399605|1201|Organizing Assistance and Expense Reimbursement|2013-01-28|20954|1428834|546259
399606|1201|Organizing Assistance and Expense Reimbursement|2013-11-19|16726|1428834|546259
399607|1201|Organizing Assistance and Expense Reimbursement|2013-07-19|16313|1428834|546259
399608|1201|Organizing Assistance and Expense Reimbursement|2013-01-14|14491|1428834|546259
399609|1201|Organizing Assistance and Expense Reimbursement|2013-05-28|14213|1428834|546259
399610|1201|Organizing Assistance and Expense Reimbursement|2013-07-01|14000|1428834|546259
399611|1201|Organizing Assistance and Expense Reimbursement|2013-09-20|11996|1428834|546259
399612|1201|Organizing Assistance and Expense Reimbursement|2013-10-31|9614|1428834|546259
399613|1201|Organizing Assistance and Expense Reimbursement|2013-09-13|9573|1428834|546259
399614|1201|Organizing Assistance and Expense Reimbursement|2013-05-29|8315|1428834|546259
399615|1201|Organizing Assistance and Expense Reimbursement|2013-08-01|8242|1428834|546259
399616|1201|Organizing Assistance and Expense Reimbursement|2013-03-28|7584|1428834|546259
399617|1201|Organizing Assistance and Expense Reimbursement|2013-06-24|7278|1428834|546259
399618|1201|Organizing Assistance and Expense Reimbursement|2013-04-09|7076|1428834|546259
399619|1201|Organizing Assistance and Expense Reimbursement|2013-06-10|6803|1428834|546259
399620|1201|Organizing Assistance and Expense Reimbursement|2013-05-10|6803|1428834|546259
399621|1201|Organizing Assistance and Expense Reimbursement|2013-08-15|5905|1428834|546259
399622|1201|Organizing Assistance and Expense Reimbursement|2013-01-11|5755|1428834|546259
399623|1201|Organizing Assistance and Expense Reimbursement|2013-02-15|5000|1428834|546259
399624|1201|reimburse shared expenses|2013-08-23|42905|1428895|546293
399625|1201|reimburse shared expenses|2013-10-10|19402|1428895|546293
399626|1201|reimburse shared expenses|2013-11-07|21942|1428895|546293
399627|1201|reimburse shared expenses|2013-02-25|46590|1428895|546293
399628|1201|reimburse shared expenses|2013-04-05|18341|1428895|546293
399629|1201|reimburse shared expenses|2013-05-22|9167|1428895|546293
399630|1201|reimburse shared expenses|2013-05-23|40516|1428895|546293
399631|1201|reimburse shared expenses|2013-06-14|20748|1428895|546293
399632|1201|Union Dues Payroll Deduction|2013-01-07|8735|1428911|546303
399633|1201|Union Dues Payroll Deduction|2013-01-07|6167|1428911|546303
399634|1201|Union Dues Payroll Deduction|2013-01-07|9612|1428911|546303
399635|1201|Union Dues Payroll Deduction|2013-01-07|11332|1428911|546303
399636|1201|Union Dues Payroll Deduction|2013-01-07|8753|1428911|546303
399637|1201|Union Dues Payroll Deduction|2013-01-07|8478|1428911|546303
399638|1201|Union Dues Payroll Deduction|2013-01-07|7020|1428911|546303
399639|1201|Union Dues Payroll Deduction|2013-01-07|5876|1428911|546303
399640|1201|Union Dues Payroll Deduction|2013-02-06|9545|1428911|546303
399641|1201|Union Dues Payroll Deduction|2013-02-06|11432|1428911|546303
399642|1201|Union Dues Payroll Deduction|2013-02-06|8494|1428911|546303
399643|1201|Union Dues Payroll Deduction|2013-02-06|8406|1428911|546303
399644|1201|Union Dues Payroll Deduction|2013-02-06|7162|1428911|546303
399645|1201|Union Dues Payroll Deduction|2013-01-07|5413|1428911|546303
399646|1201|Union Dues Payroll Deduction|2013-02-06|8735|1428911|546303
399647|1201|Union Dues Payroll Deduction|2013-02-06|6335|1428911|546303
399648|1201|Union Dues Payroll Deduction|2013-02-06|5669|1428911|546303
399649|1201|Union Dues Payroll Deduction|2013-02-06|5413|1428911|546303
399650|1201|Union Dues Payroll Deduction|2013-03-06|8735|1428911|546303
399651|1201|Union Dues Payroll Deduction|2013-03-06|6859|1428911|546303
399652|1201|Union Dues Payroll Deduction|2013-03-06|9558|1428911|546303
399653|1201|Union Dues Payroll Deduction|2013-03-06|11410|1428911|546303
399654|1201|Union Dues Payroll Deduction|2013-03-06|8542|1428911|546303
399655|1201|Union Dues Payroll Deduction|2013-03-06|7996|1428911|546303
399656|1201|Union Dues Payroll Deduction|2013-03-06|7250|1428911|546303
399657|1201|Union Dues Payroll Deduction|2013-03-06|5539|1428911|546303
399658|1201|Union Dues Payroll Deduction|2013-03-06|5372|1428911|546303
399659|1201|Union Dues Payroll Deduction|2013-04-04|8688|1428911|546303
399660|1201|Union Dues Payroll Deduction|2013-04-04|6929|1428911|546303
399661|1201|Union Dues Payroll Deduction|2013-04-04|9666|1428911|546303
399662|1201|Union Dues Payroll Deduction|2013-04-04|11522|1428911|546303
399663|1201|Union Dues Payroll Deduction|2013-04-04|8763|1428911|546303
399664|1201|Union Dues Payroll Deduction|2013-04-04|8158|1428911|546303
399665|1201|Union Dues Payroll Deduction|2013-04-04|7304|1428911|546303
399666|1201|Union Dues Payroll Deduction|2013-04-04|5617|1428911|546303
399667|1201|Union Dues Payroll Deduction|2013-04-04|6114|1428911|546303
399668|1201|Union Dues Payroll Deduction|2013-05-06|8798|1428911|546303
399669|1201|Union Dues Payroll Deduction|2013-05-06|7001|1428911|546303
399670|1201|Union Dues Payroll Deduction|2013-05-06|9774|1428911|546303
399671|1201|Union Dues Payroll Deduction|2013-05-06|11500|1428911|546303
399672|1201|Union Dues Payroll Deduction|2013-05-06|8686|1428911|546303
399673|1201|Union Dues Payroll Deduction|2013-05-06|8368|1428911|546303
399674|1201|Union Dues Payroll Deduction|2013-05-06|7056|1428911|546303
399675|1201|Union Dues Payroll Deduction|2013-06-07|7247|1428911|546303
399676|1201|Union Dues Payroll Deduction|2013-06-07|9756|1428911|546303
399677|1201|Union Dues Payroll Deduction|2013-06-07|11790|1428911|546303
399678|1201|Union Dues Payroll Deduction|2013-06-07|8547|1428911|546303
399679|1201|Union Dues Payroll Deduction|2013-06-07|8311|1428911|546303
399680|1201|Union Dues Payroll Deduction|2013-06-07|7047|1428911|546303
399681|1201|Union Dues Payroll Deduction|2013-06-07|5437|1428911|546303
399682|1201|Union Dues Payroll Deduction|2013-06-07|6068|1428911|546303
399683|1201|Union Dues Payroll Deduction|2013-07-05|8931|1428911|546303
399684|1201|Union Dues Payroll Deduction|2013-07-05|7543|1428911|546303
399685|1201|Union Dues Payroll Deduction|2013-07-05|9782|1428911|546303
399686|1201|Union Dues Payroll Deduction|2013-07-05|12122|1428911|546303
399687|1201|Union Dues Payroll Deduction|2013-05-06|5478|1428911|546303
399688|1201|Union Dues Payroll Deduction|2013-05-06|6114|1428911|546303
399689|1201|Union Dues Payroll Deduction|2013-06-07|8845|1428911|546303
399690|1201|Union Dues Payroll Deduction|2013-07-05|8681|1428911|546303
399691|1201|Union Dues Payroll Deduction|2013-07-05|5105|1428911|546303
399692|1201|Union Dues Payroll Deduction|2013-07-05|7993|1428911|546303
399693|1201|Union Dues Payroll Deduction|2013-07-05|7086|1428911|546303
399694|1201|Union Dues Payroll Deduction|2013-07-05|5594|1428911|546303
399695|1201|Union Dues Payroll Deduction|2013-07-05|6153|1428911|546303
399696|1201|Union Dues Payroll Deduction|2013-08-06|8884|1428911|546303
399697|1201|Union Dues Payroll Deduction|2013-08-06|7600|1428911|546303
399698|1201|Union Dues Payroll Deduction|2013-08-06|9740|1428911|546303
399699|1201|Union Dues Payroll Deduction|2013-08-06|12122|1428911|546303
399700|1201|Union Dues Payroll Deduction|2013-08-06|7648|1428911|546303
399701|1201|Union Dues Payroll Deduction|2013-08-06|5071|1428911|546303
399702|1201|Union Dues Payroll Deduction|2013-08-06|8145|1428911|546303
399703|1201|Union Dues Payroll Deduction|2013-08-06|6859|1428911|546303
399704|1201|Union Dues Payroll Deduction|2013-08-06|5595|1428911|546303
399705|1201|Union Dues Payroll Deduction|2013-08-06|6294|1428911|546303
399706|1201|Union Dues Payroll Deduction|2013-09-06|8884|1428911|546303
399707|1201|Union Dues Payroll Deduction|2013-09-06|7655|1428911|546303
399708|1201|Union Dues Payroll Deduction|2013-09-06|10005|1428911|546303
399709|1201|Union Dues Payroll Deduction|2013-09-06|11547|1428911|546303
399710|1201|Union Dues Payroll Deduction|2013-09-06|8839|1428911|546303
399711|1201|Union Dues Payroll Deduction|2013-09-06|5127|1428911|546303
399712|1201|Union Dues Payroll Deduction|2013-09-06|8262|1428911|546303
399713|1201|Union Dues Payroll Deduction|2013-10-07|9950|1428911|546303
399714|1201|Union Dues Payroll Deduction|2013-10-07|11936|1428911|546303
399715|1201|Union Dues Payroll Deduction|2013-10-07|9310|1428911|546303
399716|1201|Union Dues Payroll Deduction|2013-10-07|5126|1428911|546303
399717|1201|Union Dues Payroll Deduction|2013-10-07|8319|1428911|546303
399718|1201|Union Dues Payroll Deduction|2013-10-07|6799|1428911|546303
399719|1201|Union Dues Payroll Deduction|2013-09-06|6744|1428911|546303
399720|1201|Union Dues Payroll Deduction|2013-09-06|5545|1428911|546303
399721|1201|Union Dues Payroll Deduction|2013-09-06|6200|1428911|546303
399722|1201|Union Dues Payroll Deduction|2013-10-07|8932|1428911|546303
399723|1201|Union Dues Payroll Deduction|2013-10-07|7758|1428911|546303
399724|1201|Union Dues Payroll Deduction|2013-11-07|7818|1428911|546303
