OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
180877|2101|Building Trades Journeymen|2241|T|546838
180878|2101|Journeymen|65|T|546838
180879|2101|Apprentices|482|T|546838
180880|2101|Pre-Apprentices|27|T|546838
180881|2101|Classified Workers and Production Workers|741|T|546838
180882|2101|Retirees|1732|T|546838
180883|2101|Long Term Unemployed Journeymen|125|T|546838
180884|2101|Long Term Disabled Journeymen|39|T|546838
180885|2101|Disabled Apprentices|7|T|546838
180886|2101|Limited Members and Special Limited Members|3|F|546838
180887|2101|Withdrawal Card Members|87|F|546838
180888|2101|Owner Members|48|F|546838
180889|2102|Agency Fee Payers|33|F|546838
180890|2101|Active Members|2637|T|546839
180891|2102|Agency Fee Payers|0|F|546839
180892|2101|TROUBLEMEN|79|T|546844
180893|2101|JOURNEYMEN|247|T|546844
180894|2101|APPRENTICES|79|T|546844
180895|2101|HELPERS|19|T|546844
180896|2101|SERVICE SPECIALIST|5|T|546844
180897|2101|UTILITY|2|T|546844
180898|2101|CABLE SPLICER|21|T|546844
180899|2101|METER SYSTEM SPECIALIST|3|T|546844
180900|2101|STOREKEEPER|18|T|546844
180901|2101|FIELD SERVICE REPRESENTATIVES|45|T|546844
180902|2101|BROADCASTING|88|T|546844
180903|2101|OFFICERS|10|T|546848
180904|2101|MEMBERS|552|T|546848
180905|2102|Agency Fee Payers|0|F|546848
180906|2101|Active Members|861|T|546849
180907|2101|Officers and Trustees|7|T|546849
180908|2101|Stewards|28|T|546849
180909|2101|ACTIVE|2543|T|546850
180910|2101|E49|93|F|546850
180911|2101|ACTIVE MEMBERS|18990|T|546851
180912|2102|Agency Fee Payers|0|F|546851
180913|2101|JOURNEYMAN|249|T|546853
180914|2101|APPRENTICE|29|F|546853
180915|2101|RETIREE|77|T|546853
180916|2101|UNION MEMBERSHIP|80|T|546854
180917|2102|Agency Fee Payers|0|F|546854
180918|2101|ACTIVE DUES PAYING MEMBERS|937|T|546855
180919|2101|ACTIVE NON-DUES PAYING MEMBERS|27|T|546855
180920|2101|ACTIVE REDUCED DUES PAYING MEMBERS|154|T|546855
180921|2101|RETIREE FULL DUES PAYING MEMBERS|9|T|546855
180922|2101|RETIREE REDUCED DUES PAYING MEMBERS|306|T|546855
180923|2101|Regular members|550|T|546856
180924|2102|Agency Fee Payers|10|F|546856
180932|2101|CONSTRUCTION|680|T|546859
180933|2101|PLANT|81|T|546859
180934|2101|OTHER NON CONSTRUCTION|21|T|546859
180935|2101|RETIRED|108|T|546859
180936|2102|Agency Fee Payers|0|F|546859
180937|2101|ACTIVE MEMBERS|3137|T|546863
180938|2101|Full time members|7428|T|546870
180939|2101|Part time members|242|T|546870
180940|2101|Part time part time members|117|T|546870
180941|2102|Agency Fee Payers|1525|F|546870
180942|2101|Total membership of 7 affiliated local unions|10425|F|546871
180943|2101|Delegates from 7 affiliated local unions|25|T|546871
180944|2101|MEMBERS|495|T|546875
180945|2101|WEEKENDERS|12|F|546875
180946|2101|Journeyman|1486|T|546876
180947|2101|Retirees|752|T|546876
180948|2101|Apprentices|187|F|546876
180949|2101|Life Members|369|T|546876
180950|2101|Tradesmen|81|T|546876
180951|2102|Agency Fee Payers|0|F|546876
180952|2101|Active|596|T|546877
180953|2101|Retiree|4|T|546877
180954|2102|Agency Fee Payers|0|F|546877
180955|2101|JOURNEYMAN|1420|T|546880
180956|2101|TRAINEES|79|F|546880
180957|2101|RETIREES|454|T|546880
180958|2101|APPRENTICES|154|F|546880
180959|2101|LIFE MEMBERS|99|T|546880
180960|2102|Agency Fee Payers|0|F|546880
180961|2101|ACTIVE MEMBERS|825|T|546885
180962|2101|Building Trades|185|T|546886
180963|2101|Service Technicians|30|T|546886
180964|2101|Building Trades - Inactive|30|T|546886
180965|2101|Retired Members|170|F|546886
180966|2101|Apprentices|46|T|546886
180967|2101|ACTIVE|5635|T|546887
180968|2101|E49|368|F|546887
180969|2101|General membership|1100|T|546889
180970|2101|ACTIVE MEMBERS|6769|T|546890
180971|2102|Agency Fee Payers|12|F|546890
180972|2101|Journeyman Inside Wireman|319|T|546895
180973|2101|Journeyman Inside Wireman - Shop|5|T|546895
180974|2101|Inside Apprentice|22|T|546895
180975|2101|Apprentice Sound Tech|3|T|546895
180976|2101|Sound Technician|20|T|546895
180977|2101|Construction Electricians|12|T|546895
180978|2101|Cable Installers|2|T|546895
180979|2102|Agency Fee Payers|0|F|546895
180980|2101|PART-TIME ACTIVE PCT|8|T|546897
180981|2101|ACTIVE REGULAR PCT|973|T|546897
180982|2101|RETIRED PCT|23|T|546897
180983|2102|Agency Fee Payers|0|F|546897
180984|2101|JOURNEYMEN|348|T|546899
180985|2101|TEL-DATA TECHNICIANS|12|T|546899
180986|2101|APPRENTICES|102|T|546899
180987|2101|APPRENTICES-TEL-DATA|5|T|546899
180988|2101|ALL MEMBERS IN BARGAINING UNIT PAY FULL DUES|1290|T|546904
180989|2101|Regular Members|970|T|546906
180990|2101|Retired Members|178|T|546906
180991|2101|50 Year Members|30|T|546906
180992|2101|Active|281|T|546907
180993|2101|Disabled|21|T|546907
180994|2101|40 Year|94|T|546907
180995|2101|Life|174|T|546907
180996|2101|Apprentice|14|T|546907
180997|2101|Members in good standing|1354|T|546908
180998|2101|Active|3777|F|546909
180999|2101|Active Public Employees|586|F|546909
181000|2101|Retirees|689|F|546909
181001|2101|REGULAR MEMBERS|330|T|546912
181002|2101|SUPERANNUATED MEMBERS|30|T|546912
181003|2102|Agency Fee Payers|0|F|546912
181004|2101|Active members|470|T|546913
181005|2101|Retirees|24|T|546913
181006|2101|PDC members|2|T|546913
181007|2102|Agency Fee Payers|0|F|546913
181008|2101|REGULAR MEMBERS|648|T|546914
181009|2101||0|F|546914
181010|2102|Agency Fee Payers|0|F|546914
181011|2101|Members|1750|T|546916
181012|2102|Agency Fee Payers|1|F|546916
181013|2101|FULL DUES PAYING MEMBERS|1753|T|546921
181014|2102|Agency Fee Payers|0|F|546921
181015|2101|REGULAR MEMBERS|1175|T|546922
181016|2101|Regular|8|T|546924
181017|2101|"BA" Members|1345|T|546927
181018|2101|Active Members|23000|T|546928
181019|2102|Agency Fee Payers|0|F|546928
181020|2101|ACTIVE MEMBER|1045|T|546935
181021|2102|Agency Fee Payers|0|F|546935
181022|2101|ACTIVE MEMBERS|592|T|546936
181023|2101|RETIREES|58|T|546936
181024|2102|Agency Fee Payers|0|F|546936
181025|2101|Regular Members|787|T|546937
181026|2101|Retired Members|323|T|546937
181027|2101|Gold Members|10|T|546937
181028|2102|Agency Fee Payers|0|F|546937
181029|2101|JOURNEYMAN|839|T|546938
181030|2101|APPRENTICE|72|T|546938
181031|2101|FORTY YEAR AND LIFE|376|T|546938
181032|2101|EXEMPT|0|T|546938
181033|2101|DISABLED|28|T|546938
181034|2101|IMPROVER|0|T|546938
181035|2101|SUPPORT|55|T|546938
181036|2101|Journeymen|803|T|546939
181037|2101|Apprentice|146|F|546939
181038|2101|Retirees|224|T|546939
181039|2101|regular afiliation|1400|T|546941
181040|2101|Regular Members|155|T|546945
181041|2102|Agency Fee Payers|0|F|546945
181042|2101|Active Members|1929|T|546950
181043|2101|New Applicant - Cash Pay|4|F|546950
181044|2101|New Applicant - Check-Off|82|F|546950
181045|2101|Hiring Hall Fee Payor|5|F|546950
181046|2102|Agency Fee Payers|3|F|546950
181047|2101|CAREER PAID MEMBERS|1924|T|546953
181048|2101|CAREER PSE PAYING MEMBERS|274|T|546953
181049|2101|CAREER NON PAYING MEMBERS|122|T|546953
181050|2102|Agency Fee Payers|0|F|546953
181051|2101|Active members|6657|T|546956
181052|2102|Agency Fee Payers|1826|F|546956
181053|2101|JOURNEYMEN|830|T|546959
181054|2101|APPRENTICE|10|T|546959
181055|2101|RETIREE|183|T|546959
181056|2101|GOLD MEMBER|10|T|546959
181057|2102|Agency Fee Payers|0|F|546959
181058|2101|Regular Members|138988|F|546966
181059|2102|Agency Fee Payers|0|F|546966
181060|2101|"A" MEMBERS|1637|T|546968
181061|2101|"BA" MEMBERS|505|T|546968
181062|2101|APPRENTICES|135|T|546968
181063|2102|Agency Fee Payers|0|F|546968
181064|2101|RETAIL CLERKS/MEAT CUTTERS|1916|T|546971
181065|2101|NURSING HOME|116|T|546971
181066|2101|INSURANCE COMPANY WORKERS|3|T|546971
181067|2101|BENEFIT ADMINISTRATORS|7|T|546971
181068|2101|WAREHOUSE AND DELIVERY WORKERS|8|T|546971
181069|2102|Agency Fee Payers|0|F|546971
181070|2101|ACTIVE MEMBERS|1168|T|546973
181071|2101|OFFICERS|7|T|546973
181072|2101|STEWARDS & ALTERNATE STEWARDS|17|T|546973
181073|2101|NEW APPLICANTS|92|F|546973
181074|2102|Agency Fee Payers|24|F|546973
181075|2101|"A" Members|288|T|546974
181076|2101|"BA" Members|22|T|546974
181077|2101|REGULAR MEMBERS|2828|T|546977
181078|2101|ASSOCIATE MEMBERS|3901|F|546977
181079|2102|Agency Fee Payers|0|F|546977
181080|2101|REGULAR MEMBERS|1800|T|546980
181081|2102|Agency Fee Payers|0|F|546980
181082|2101|"R" Regular|1622|T|546982
181083|2101|"IE" Industrial w/DBF|48|T|546982
181084|2101|"RC" Joined at age 60 years|3|T|546982
181085|2101|"A" Apprentice|50|T|546982
181086|2101|"LE" Life Eligibles|19|T|546982
181087|2101|"LR" Life Retirees|22|T|546982
181088|2101|"LP" Life Members|31|T|546982
181089|2102|Agency Fee Payers|0|F|546982
181090|2101|ACTIVE|2988|T|546983
181091|2101|E49|170|F|546983
181092|2101|Journeyman Members|220|T|546986
181093|2101|Apprentice Members|20|F|546986
181094|2101|Permanent Disability Members|5|F|546986
181095|2101|Retired Members|7|F|546986
181096|2102|Agency Fee Payers|312|F|546986
181097|2101|Active Employees|618|T|546987
181098|2101|Postal Support Employees|58|T|546987
181099|2101|Retired Employees|3|T|546987
181100|2101|Supervisory Employees|6|F|546987
181101|2101|Non-voting apprentices|46|F|546990
181102|2101|Voting apprentice|45|T|546990
181103|2101|Journeyman|432|T|546990
181104|2102|Agency Fee Payers|0|F|546990
181105|2101|FULL DUES PAYING MEMBERS|1600|T|546992
181106|2101|MECHANICS|151|T|547000
181107|2101|APPRENTICS|41|T|547000
181108|2101|General member|614|T|547002
181109|2102|Agency Fee Payers|0|F|547002
181110|2101|ACTIVE|3570|T|547004
181111|2101|ACTIVE MEMBERS|481|T|547021
181112|2101|RETIRED MEMBERS|377|T|547021
181113|2101|ASSOCIATE MEMBERS|8|F|547021
181114|2101|REGULAR MEMBERSHIP|7714|T|547057
181115|2101|Active members|1287|T|547063
181116|2101|Officers|3|T|547063
181117|2101|Stewards|92|T|547063
181118|2102|Agency Fee Payers|0|F|547063
181119|2101|Building Trades Journeyman|698|T|547078
181120|2101|Building Trades Apprentice|42|F|547078
181121|2101|Gas Distribution Journeyman|63|T|547078
181122|2101|Gas Distribution Apprentices Helper|285|T|547078
181123|2101|Metal Trades Apprentice|19|F|547078
181124|2101|Retirees|358|T|547078
181125|2101|Life Members|53|T|547078
181126|2101|Metal Trades Journeyman|2|T|547078
181127|2102|Agency Fee Payers|0|F|547078
181128|2101|ACTIVE MEMBERS|6844|T|547079
181129|2101|FEE MEMBERS|113|T|547079
181130|2102|Agency Fee Payers|115|F|547079
181131|2101|ACTIVE MEMBER|11362|T|547080
181132|2102|Agency Fee Payers|86|F|547080
181133|2101|BUILDING TRADE JOURNEYMEN|274|T|547081
181134|2101|BUILDING TRADE APPRENTICES|35|F|547081
181135|2101|RETIREES|69|T|547081
181136|2101|RETIREES - LIFE MEMBERS|16|T|547081
181137|2101|METAL TRADE JOURNEYMEN|1|T|547081
181138|2101|ACTIVE|800|T|547082
181139|2102|Agency Fee Payers|0|F|547082
181140|2101|ACTIVE MEMBERS|125|T|547084
181141|2101|APPRENTICES|28|F|547084
181142|2101|40 YEAR MEMBERS|9|T|547084
181143|2101|"A" MEMBERS|1254|T|547085
181144|2101|"BA" MEMBERS|1774|T|547085
181145|2102|Agency Fee Payers|4|F|547085
181146|2101|ACTIVE MEMBERS|347|T|547088
181147|2101|RETIREES|219|T|547088
181148|2102|Agency Fee Payers|0|F|547088
181149|2101|Regular Members|4280|T|547090
181150|2101|Journeyman|1547|T|547096
181151|2101|Apprentice|433|T|547096
181152|2101|Retiree|136|T|547096
181153|2101|Lifetime Member|246|T|547096
181154|2102|Agency Fee Payers|0|F|547096
181155|2101|General|2935|T|547101
181156|2101|A Members Active|370|T|547102
181157|2101|A Members Inactive|11|F|547102
181158|2101|BA Members Active|7|T|547102
181159|2101|JOURNEYMAN|965|T|547103
181160|2101|FORTY YEAR MEMBER|19|T|547103
181161|2101|FIFTY YEAR MEMBER|264|T|547103
181162|2101|DISABLED MEMBER|20|T|547103
181163|2101|EXEMPT|0|T|547103
181164|2101|APPRENTICE|129|T|547103
181165|2101|RETIRED|109|T|547103
181166|2101|ALL DUES PAYING MEMBER HAVE VOTING RIGHTS|2975|T|547105
181167|2101|Regular|244|T|547106
181168|2101|Super Annuated|62|T|547106
181169|2101|Retired|24|T|547106
181170|2101|REGULAR|566|T|547107
181171|2101|OFFICERS|18|T|547107
181172|2101|RETIREES|189|T|547107
181173|2101|FULL DUES PAYING MEMBERS|85|T|547108
181174|2101|General Members|577|T|547109
181175|2101|Active|1017|T|547111
181176|2101|Retirees|77|T|547111
181177|2101|Regular Members|465|T|547112
181178|2101|Active|988|T|547115
181179|2101|Retirees|375|T|547115
181180|2101|Life Members|108|T|547115
181181|2101|Active|3872|T|547117
181182|2101|Officers|5|T|547117
181183|2101|Stewards|157|T|547117
181184|2102|Agency Fee Payers|0|F|547117
181185|2101|Building Trades Journeymen|798|T|547120
181186|2101|Building Trades 1st Year Apprentice|28|F|547120
181187|2101|Building Trades 2nd Year Apprentice|40|F|547120
181188|2101|Building Trades 3rd Year Apprentice|37|F|547120
181189|2101|Building Trades 4th Year Apprentice|30|F|547120
181190|2101|Building Trades 5th Year Apprentice|32|F|547120
181191|2101|Mechanical Equipment Services Journeymen|147|T|547120
181192|2101|Mechanical Equipment Services Servicemen|10|F|547120
181193|2101|Mechanical Equipment Services Tradesmen|5|F|547120
181194|2101|Metal Trades Journeymen|13|T|547120
181195|2101|KU Tradesmen|38|F|547120
181196|2101|APTUIT Tradesmen|19|F|547120
181197|2101|Retired Journeymen|380|T|547120
181198|2101|Life Member|84|T|547120
181199|2101|Application MESJ|0|F|547120
181200|2101|Pre-Apprentices|9|F|547120
181201|2101|Memebers|4802|T|547121
181202|2101|Retired members|2191|T|547121
181203|2101|Objector fee payers|98|F|547121
181204|2101|Regular members|447|T|547125
181205|2101|Supervisor/Management|22|F|547125
181206|2102|Agency Fee Payers|0|F|547125
181207|2101|Journeyperson|44807|T|547130
181208|2101|Forty-year member|6199|T|547130
181209|2101|Life member|10726|T|547130
181210|2101|Disabled member|1692|T|547130
181211|2101|Exempt|544|T|547130
181212|2101|Improver|938|T|547130
181213|2101|Apprentice|6349|T|547130
181214|2101|Finisher|4978|T|547130
181215|2101|Active Members|1523|T|547131
181216|2101|Stewards and Alternate Stewards|78|T|547131
181217|2101|Officers|7|T|547131
181218|2102|Agency Fee Payers|5|F|547131
181219|2101|Active Members|50000|T|547133
181220|2102|Agency Fee Payers|8|F|547133
181221|2101|REGULAR MEMBERS|393|T|547135
181222|2101|Regular Members|618|T|547137
181223|2101|Regular Members|1286|T|547140
181224|2102|Agency Fee Payers|0|F|547140
181225|2101|JOURNEYPERSON|842|T|547145
181226|2101|APPRENTICE|89|T|547145
181227|2101|RETIRED|144|T|547145
181228|2101|FORTY YEAR FREE|147|T|547145
181229|2101|DISABLED|5|T|547145
181230|2102|Agency Fee Payers|0|F|547145
181231|2101|Apprentice Members|26|T|547155
181232|2101|Regular members|379|T|547155
181233|2101|Residential Members|77|T|547155
181234|2101|Pre Apprentice|8|T|547155
181235|2101|Retired/Disabled Members|132|T|547155
181236|2101|Withdraw Card|16|F|547155
181237|2101|ACTIVE MEMBERS|1103|T|547157
181238|2101|ACTIVE MEMBERS BEHIND ON DUES|38|T|547157
181239|2101|RETIRED MEMBERS|2|T|547157
181240|2102|Agency Fee Payers|0|F|547157
181241|2101|Working member|8900|F|547159
181242|2101|ACTIVE MEMBER|5529|F|547160
181243|2102|Agency Fee Payers|0|F|547160
181244|2101|MANUFACTURING|870|T|547161
181245|2101|DISTRIBUTION|458|T|547161
181246|2101|MACHINIST|4|T|547161
181247|2101|RETAIL|34|T|547161
181248|2101|SERVICE|75|T|547161
181249|2101|JANITORIAL|61|T|547161
181250|2101|General Membership|107|T|547162
181251|2102|Agency Fee Payers|0|F|547162
181252|2101|ACTIVE|290|T|547163
181253|2101|RETIRED|57|T|547163
181254|2101|SECURITY OFFICERS AND GUARDS|1319|T|547164
181255|2101|ACTIVE|610|T|547171
181256|2101|E49|126|F|547171
181257|2101|ACTIVE|304|T|547174
181258|2101|RETIREES|113|T|547174
181259|2101|MECHANIC 1|97|T|547180
181260|2101|APPRENTICES|37|F|547180
181261|2101|REGULAR AND APPRENTICE|5708|T|547185
181262|2101|OWNER OPERATORS|145|T|547185
181263|2101|"S" MEMBERS|91|T|547185
181264|2101|RETIRED/DISABLED|2861|T|547185
181265|2102|Agency Fee Payers|1|F|547185
181266|2101|REGULAR MEMBERS|12743|T|547187
181267|2101|Regular members-Pay full dues.|4608|T|547190
181268|2101|Journeyman|380|T|547199
181269|2101|Officers|7|T|547199
181270|2102|Agency Fee Payers|314|F|547199
181271|2101|Journeyman|1445|T|547202
181272|2101|Apprentices|285|T|547202
181273|2101|Life Members|243|T|547202
181274|2101|Retired (Free)|323|T|547202
181275|2101|Retired (Paying)|138|T|547202
181276|2101|Active Members|1157|T|547211
181277|2101|Officers|3|T|547211
181278|2101|Steward|34|T|547211
181279|2101|Unlisted on Check-off|4|T|547211
181280|2101|Alternate Steward|25|T|547211
181281|2101|New Applicant|85|T|547211
181282|2101|Casual Dues|1|F|547211
181283|2102|Agency Fee Payers|21|F|547211
181284|2101|All members are current and pay full dues|1030|T|547215
181285|2102|Agency Fee Payers|0|F|547215
181286|2101|CLASS 'A' MEMBERSHIP|220|T|547217
181287|2101|CLASS 'BA' MEMBERSHIP|25|T|547217
181288|2101|Full Time Members|36269|T|547218
181289|2102|Agency Fee Payers|431|F|547218
181290|2101|REGULAR MEMBERS|905|T|547224
181291|2101|JOURNEYMEN LABORERS|480|T|547225
181292|2101|RETIREES|125|T|547225
181293|2101|1501-1|126|T|547232
181294|2101|1501-2|173|T|547232
181295|2101|UNION MEMBERS|3726|T|547233
181296|2101|Officers|851|T|547238
181297|2101|Officers|7|T|547238
181298|2101|Stewards|25|T|547238
181299|2102|Agency Fee Payers|0|F|547238
181300|2101|FULL DUES MEMBERS|21985|T|547242
181301|2101|RETIREES/LIFETIME MEMBERS|31|F|547242
181302|2102|Agency Fee Payers|6150|F|547242
181303|2101|MEMBERS PAYING FULL DUES|649|T|547251
181304|2102|Agency Fee Payers|0|F|547251
181305|2101|Active members|831|T|547253
181306|2101|Journeyman-Wireman|658|T|547258
181307|2101|Journeyman-Wireman/Teledata|38|T|547258
181308|2101|Journeyman/Crane Operator|8|T|547258
181309|2101|Maintenance/Inspection|3|T|547258
181310|2101|Inside/Apprentice|62|F|547258
181311|2101|Journeyman/Lineman|2|T|547258
181312|2101|Teledata Tech/Apprentice|2|F|547258
181313|2101|Solar/Teledata|4|T|547258
181314|2101|Journeyman/Teledata/Solar|3|T|547258
181315|2101|Journeyman/Line-Hivol|1|T|547258
181316|2101|Journeyman/Teledata/Crane Operator|2|T|547258
181317|2101|CE/CW Wireman|1|F|547258
181318|2101|Line/Hivol-Tech|21|F|547258
181319|2101|Teledata Apprentice|3|F|547258
181320|2101|Tester|64|T|547258
181321|2101|Journeyman/Equipment Operator|4|T|547258
181322|2101|Groundperson|9|T|547258
181323|2101|Journeywoman|8|T|547258
181324|2101|Lightning Protection Tech|1|T|547258
181325|2101|Teledata Technician|42|T|547258
181326|2101|Wireman|27|T|547258
181327|2101|Lightning Rod Technician Trainee|1|F|547258
181328|2101|Lightning Technician|3|T|547258
181329|2101|Residential Wireman/Apprentice|1|F|547258
181330|2101|ACTIVE MEMBERS|1302|T|547261
181331|2102|Agency Fee Payers|0|F|547261
181332|2101|BUILDING TRADES|492|T|547264
181333|2101|APPRENTICES|44|T|547264
181334|2101|DISABLED BUILDING TRADES|3|T|547264
181335|2101|RETIRED BUILDING TRADES|370|T|547264
181336|2101|WITHDRAWAL CARD MEMBERS|30|F|547264
181337|2101|PRODUCTION WORKERS|30|T|547264
181338|2101|RETIRED PRODUCTION WORKERS|1|T|547264
181339|2101|5COMMERCIAL WORKERS|5|T|547264
181340|2101|RESIDENTIAL WORKERS|5|T|547264
181341|2101|REGULAR MEMBERS|1200|T|547265
181342|2101|RETIREE MEMBERS|335|T|547265
181343|2102|Agency Fee Payers|0|F|547265
181344|2101|TYPE A|163|T|547266
181345|2101|TYPE BA|2723|T|547266
181346|2101|FEE PAYORS|275|F|547266
181347|2101|Journeymen|340|T|547268
181348|2101|Apprentice|15|T|547268
181349|2101|Suspended|60|F|547268
181350|2101|Retirees|140|T|547268
181351|2101|Membership Dues|2805|T|547269
181354|2101|Members|8890|T|547274
181355|2102|Agency Fee Payers|1763|F|547274
181356|2101|ACTIVE|243|T|547276
181357|2101|RETIRED|58|T|547276
181358|2101|OFFICE MEMBERS|3|T|547276
181359|2101|UTILITY|24|T|547276
181360|2101|Regular members|333|T|547280
181361|2101|Retired members|78|T|547280
181362|2101|REGULAR MEMBERS PAY FULL DUES|7074|T|547282
181363|2101|REGULAR MEMBERS|762|T|547286
181364|2101|RETIRED MEMBERS|216|T|547286
181365|2102|Agency Fee Payers|0|F|547286
181366|2101|Regular members|863|T|547290
181367|2102|Agency Fee Payers|0|F|547290
181368|2101|General Laborers|408|T|547292
181369|2101|Retirees|497|T|547292
181370|2101|50 yr members|62|T|547292
181371|2102|Agency Fee Payers|38|F|547292
181372|2101|Members|2285|T|547294
181373|2102|Agency Fee Payers|1|F|547294
181374|2101|Regular Members|1022|T|547295
181375|2101|Active members|1118|T|547296
181376|2101|Officers|7|T|547296
181377|2102|Agency Fee Payers|0|F|547296
181378|2101|Active Journeymen|799|T|547297
181379|2101|Retirees|289|T|547297
181380|2102|Agency Fee Payers|0|F|547297
181381|2101|A MEMBERS|772|T|547298
181382|2101|BA MEMBERS|1623|T|547298
181383|2102|Agency Fee Payers|0|F|547298
181384|2101|JOURNEYMEN|188|T|547299
181385|2101|APPRENCTICES|30|F|547299
181386|2101|ACTIVES|150000|T|547305
181387|2101|ACTIVE MEMBERS|1163|T|547308
181388|2101|ACTIVE|1982|T|547312
181389|2102|Agency Fee Payers|8|F|547312
181390|2101|ACTIVE "A" MEMBERS|1460|T|547323
181391|2101|ACTIVE "B" MEMBERS|1178|T|547323
181392|2101|Members|1568|T|547325
181393|2101|Stewards|72|T|547325
181394|2101|Service Fee|4|T|547325
181395|2102|Agency Fee Payers|14|F|547325
181396|2101|Active members|330|T|547326
181397|2102|Agency Fee Payers|0|F|547326
181398|2101|Active Members|3235|T|547330
181399|2101|Dues Cash Members|417|T|547330
181400|2101|New Applicants|666|T|547330
181401|2101|Officers|2|T|547330
181402|2101|Stewards|100|T|547330
181403|2101|Unlisted on Checkoff|89|T|547330
181404|2101|AFFILIATED UNION MEMBERS|26518|T|547332
181405|2101|SALARIED EMPLOYEES LABO UNION|985|T|547338
181406|2101|JOURNEYMAN|842|T|547344
181407|2101|FORTY-YEAR MEMBERS|120|T|547344
181408|2101|LIFE MEMBERS|214|T|547344
181409|2101|DISABLED MEMBERS|58|T|547344
181410|2101|APPRENTICE|10|F|547344
181411|2101|APPRENTICE IMPROVER|4|F|547344
181412|2101|ACTIVE|8589|T|547346
181413|2102|Agency Fee Payers|0|F|547346
181414|2101|JOURNEYMEN/APPRENTICES|828|T|547351
181415|2101|Regular Members|551|T|547354
181416|2101|Fee Paying Officials|43|F|547354
181417|2102|Agency Fee Payers|0|F|547354
181421|2101|Members paying full dues|571|T|547357
181422|2102|Agency Fee Payers|6|F|547357
181423|2101|Regular Members|264|T|547379
181424|2101|Public Sector Members|283|T|547379
181425|2101|Retird Members|56|T|547379
181426|2102|Agency Fee Payers|56|F|547379
181427|2101|ACTIVE MEMBERS|2065|T|547383
181428|2101|RETIRED MEMBERS|247|T|547383
181429|2101|Regular members|17990|T|547389
181430|2102|Agency Fee Payers|46|F|547389
181431|2101|Journeyman|248|T|547398
181432|2101|Apprentices|30|F|547398
181433|2101|Retirees|156|T|547398
181434|2101|CHICAGO ALLIED DIVISION|1708|T|547400
181435|2101|CHICAGO COMMERCIAL DIVISION|9625|T|547400
181436|2101|CHICAGO FIREMAN & OILERS DIVISION|1118|T|547400
181437|2101|CHICAGO INSTITUTIONAL DIVISION|2784|T|547400
181438|2101|CHICAGO RESIDENTIAL DIVISION|4972|T|547400
181439|2101|CHICAGO SECURITY DIVISION|6804|T|547400
181440|2101|CHICAGO SPORTS & ENTERTAINMENT DIVISION|3670|T|547400
181441|2101|AKRON DIVISION|516|T|547400
181442|2101|CINCINNATI DIVISION|598|T|547400
181443|2101|MILWAUKEE DIVISION|1205|T|547400
181444|2101|CLEVELAND DIVISION|1520|T|547400
181445|2101|COLUMBUS DIVISION|763|T|547400
181446|2101|ST. LOUIS DIVISION|4518|T|547400
181447|2101|RETIREES|77|T|547400
181448|2101|KANSAS CITY DIVISION|3086|T|547400
181449|2101|DETROIT DIVISION|2200|T|547400
181450|2101|INDIANAPOLIS DIVISION|277|T|547400
181451|2101|TOLEDO DIVISION|601|T|547400
181452|2102|Agency Fee Payers|108|F|547400
181453|2101|Regular full dues paying members|18309|T|547407
181454|2102|Agency Fee Payers|94|F|547407
181455|2101|ACTIVE MEMBERS|1010|T|547417
181456|2101|RETIREES|356|T|547417
181457|2101|RETIREES|35|T|547433
181458|2101|HOISTING AND PORTABLE|258|T|547433
181459|2101|STATIONARY|21|T|547433
181460|2101|APPRENTICES|26|T|547433
181461|2101|INSIDE JOURNEYMAN WIREMAN|177|T|547434
181462|2101|INSIDE APPRENTICE WIREMAN|19|T|547434
181463|2101|RESIDENTIAL WIREMEN|2|T|547434
181464|2101|RESDENTIAL APPRENTICES|1|T|547434
181465|2101|ALARM AND SIGNAL TECHINICIANS|7|T|547434
181466|2101|CABLE PULLER TECHNICIANS|8|T|547434
181467|2101|COMMERCIAL WIREMEN|2|T|547434
181468|2101|COMMERCIAL ELECTRICIANS|4|T|547434
181469|2101|TELEDATA TECHNICIANS|5|T|547434
181470|2102|Agency Fee Payers|0|F|547434
181471|2101|Active|729|T|547438
181472|2101|Retired|214|T|547438
181473|2101|Tile Setters Union Local 52|940|T|547439
181474|2101|Tile Finishers Union Local 77|237|T|547439
181475|2101|Tile Finishers Union Local 88|453|T|547439
181476|2101|Marble Setters Union Local 4|195|T|547439
181477|2101|Marble Finishers Union Local 20|141|T|547439
181478|2101|Marble Polishers/Maintenance Union Local 24|258|T|547439
181479|2101|Mosaic & Terrazzo Union Local 3|274|T|547439
181480|2101|Apprentices|114|T|547439
181481|2102|Agency Fee Payers|0|F|547439
181482|2101|BOOK MEMBERS|1021|T|547440
181483|2101|RETIRED MEMBERS|532|F|547440
181484|2101|Active Members|2580|T|547442
181485|2101|New Applicants|480|F|547442
181486|2102|Agency Fee Payers|11|F|547442
181487|2101|REGULAR|130000|F|547445
181488|2102|Agency Fee Payers|0|F|547445
181489|2101|Regular|2245|T|547460
181490|2101|Unemployed, Retired, Life & Exempt members|538|T|547460
181491|2102|Agency Fee Payers|24|F|547460
181492|2101|REGULAR|60846|T|547469
181493|2101|APPRENTICE|10684|T|547469
181494|2101|INDUSTRIAL|19861|T|547469
