OID|ACCT_TYPE|NAME|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|TOTAL|RPT_ID
74329|102|All Other Accounts|0|0|0|0|544435
74330|102|All Other Accounts|||||544469
74332|102|All Other Accounts|||||544479
74333|102|All Other Accounts|||||544493
74334|102|All Other Accounts||||792200|544498
74335|102|All Other Accounts||||33937|544502
74336|102|All Other Accounts|0|0|0|0|544505
74337|102|All Other Accounts||||103277|544507
74338|102|All Other Accounts|||||544520
74339|102|All Other Accounts|0|0|0|8063|544540
74340|102|All Other Accounts|||||544541
74341|101|Chris Andersen Roofing||||16685|544553
74342|101|E.R. Barrett Inc||||20114|544553
74343|101|Pravco||||7906|544553
74344|102|All Other Accounts||||29548|544553
74345|102|All Other Accounts|||||544571
74346|102|All Other Accounts||||12776|544572
74347|102|All Other Accounts|0|0|0|0|544577
74349|102|All Other Accounts|0|0|0|0|544579
74352|102|All Other Accounts|0|0|0|0|544586
74353|102|All Other Accounts||||0|544589
74355|102|All Other Accounts|1830|0|0|5340|544590
74356|102|All Other Accounts|0|0|0|0|544594
74357|102|All Other Accounts|||||544600
74358|101|AFSCME Local 1028|0|87831|0|98590|544603
74359|101|AFSCME Local 1334|0|16880|0|16880|544603
74360|101|AFSCME Local 2217|5869|0|0|7158|544603
74361|101|AFSCME Local 2452|0|5741|0|5741|544603
74362|101|AFSCME Local 3348|4772|0|0|5061|544603
74363|101|State of IL Central Management Services|26748|0|0|53496|544603
74364|101|ING-due from reinsurer|0|0|0|182041|544603
74365|102|All Other Accounts|0|0|0|70341|544603
74366|102|All Other Accounts|||||544605
74368|102|All Other Accounts|||||544629
74369|102|All Other Accounts|||||544633
74370|102|All Other Accounts|||||544636
74371|102|All Other Accounts|||||544641
74372|102|All Other Accounts|||||544648
74373|102|All Other Accounts|||||544650
74374|102|All Other Accounts|||0||544651
74375|102|All Other Accounts||||188|544657
74376|102|All Other Accounts||||20063|544659
74378|102|All Other Accounts|||||544696
74379|102|All Other Accounts|||||544756
74380|102|All Other Accounts|||||544759
74381|102|All Other Accounts|||||544764
74382|102|All Other Accounts|||||544779
74383|102|All Other Accounts|1232|834|0|121534|544789
74384|102|All Other Accounts|0|0|0|0|544790
74385|102|All Other Accounts|1371|1713||34278|544791
74386|101|PER CAPITA TAX DUE||||21913|544792
77059|101|Local 883||||411|550517
74387|102|All Other Accounts|||||544792
74388|102|All Other Accounts|||||544793
74390|101|DUES CHECKOFF|0|0|0|372522|544794
74391|101|HIRING HALLS|0|0|0|31849|544794
74392|101|TRUST FUNDS|0|0|0|7789|544794
74393|102|All Other Accounts|||||544794
74394|101|Jesse Conkwright, Jr.||7133||7133|544799
74395|102|All Other Accounts|8449|39462||45764|544799
74396|101|Conoco-Phillips||||7606|544825
74397|101|Global Brass||||7437|544825
74398|101|Ameren||||5636|544825
74399|102|All Other Accounts||||84581|544825
74401|102|All Other Accounts||||619|544854
74402|102|All Other Accounts|0|0|0|0|544879
74403|102|All Other Accounts|||||544904
74404|102|All Other Accounts|||||544909
74405|102|All Other Accounts|1092|10015||50023|544911
74406|102|All Other Accounts|0|0|0|0|544915
74407|102|All Other Accounts|5081|4065||101636|544926
74408|102|All Other Accounts|0|0|0|14197|544942
74409|102|All Other Accounts|||||544956
74410|102|All Other Accounts|||||544986
74411|101|DUES RECEIVABLE FROM MEMBERS|0|0|0|56480|544999
74412|101|(The information on this page is for disclosure|0|0|0|0|544999
74413|101|purposes only.  It was not subjected to audit.)|0|0|0|0|544999
74414|102|All Other Accounts|||||544999
74415|102|All Other Accounts|||||545010
74416|102|All Other Accounts|||||545049
74418|102|All Other Accounts|0|0|0|0|545076
74419|101|ACCRUED INCOME|321|0|0|321|545079
74420|102|All Other Accounts|||||545079
74421|102|All Other Accounts||||305534|545083
74422|102|All Other Accounts|||||545098
74423|102|All Other Accounts|0|0|0|0|545106
74425|102|All Other Accounts|0|0|0|0|545107
74426|102|All Other Accounts|||||545108
74427|102|All Other Accounts||||12096|545117
74428|102|All Other Accounts||||40996|545132
74429|102|All Other Accounts|740|5914||12329|545133
74430|101|YOUTH TO YOUTH|0|0|0|8857|545140
74431|101|SHEET METAL WORKERS|0|0|0|7530|545140
74432|102|All Other Accounts|||||545140
74433|101|Membership Dues||||231572|545146
74434|101|MSTEA||||450|545146
74435|102|All Other Accounts|||||545146
74436|102|All Other Accounts|||||545155
74437|101|EIGHTH DISTRICT ELECTRICAL BENEFIT FUND||||67778|545156
74438|102|All Other Accounts|||||545156
74439|102|All Other Accounts||||700633|545157
74440|102|All Other Accounts|||||545158
74442|102|All Other Accounts|0|0|0|0|545161
74443|102|All Other Accounts||||360|545166
74444|102|All Other Accounts|0|0|0|0|545172
74445|102|All Other Accounts|||||545183
74447|102|All Other Accounts|0|0|0|0|545185
74448|102|All Other Accounts|0|0|0|42668|545186
74449|102|All Other Accounts|0|0|0|0|545187
74450|101|NONE ITEMIZED|0|0|0|0|545188
74451|102|All Other Accounts|1080|643|0|4897|545188
74452|102|All Other Accounts|||||545189
74453|101|Allen Harin Foods, LLC||||5848|545198
74454|101|Piedmont Airlines||||5798|545198
74455|102|All Other Accounts||||25979|545198
74456|102|All Other Accounts|0|0|0|0|545200
74458|102|All Other Accounts|0|0|0|0|545205
74459|102|All Other Accounts|0|0|0|0|545208
74461|102|All Other Accounts|0|0|0|0|545212
74463|102|All Other Accounts|0|0|0|0|545215
74464|102|All Other Accounts|||||545217
74465|101|NONE ITEMIZED|0|0|0|0|545232
74466|102|All Other Accounts|3963|11660|4711|37978|545232
74467|102|All Other Accounts|||||545235
74468|102|All Other Accounts|0|0|0|41673|545241
74469|102|All Other Accounts||||157965|545246
74470|102|All Other Accounts|||||545261
74471|102|All Other Accounts|0|0|0|126802|545263
74728|101|Action Insulation||||5402|546280
74473|102|All Other Accounts|||||545276
74474|102|All Other Accounts|0|0|0|193352|545317
74475|102|All Other Accounts|0|0|0|28740|545321
74476|102|All Other Accounts|0|0|0|0|545344
74477|102|All Other Accounts|0|0|0|0|545352
74478|102|All Other Accounts|||||545355
74479|102|All Other Accounts|0|0|0|0|545362
74480|101|NONE|0|0|0|0|545365
74481|102|All Other Accounts|0|0|0|0|545365
74482|102|All Other Accounts||||31795|545370
74483|102|All Other Accounts|||||545381
74484|102|All Other Accounts|||||545383
74485|102|All Other Accounts||||2877859|545384
74488|101|NONE|0|0|0|0|545388
74489|102|All Other Accounts|0|0|0|0|545388
74490|102|All Other Accounts|0|0|0|0|545407
74491|101|DUES RECEIVABLE FROM EMPLOYERS|0|0|0|366062|545411
74492|101|ACCRUED INTEREST|0|0|0|23|545411
74493|101|DUE FROM BLDG FUND CORP - INSURANCE|0|0|0|14977|545411
74494|102|All Other Accounts|||||545411
74496|102|All Other Accounts|0|0|0|0|545418
74497|102|All Other Accounts|||||545420
74498|102|All Other Accounts||||141894|545425
74499|101|L. Martone & Sons|16362|||16362|545429
74500|101|Milcon Construction|17708|||17708|545429
74501|102|All Other Accounts|4156|||4156|545429
74502|102|All Other Accounts|||||545430
74503|101|INTERNATIONAL UNION||||9095|545431
74504|102|All Other Accounts|||||545431
74505|101|BCTGM Local Union 350T|1120|||4482|545436
74506|101|BCTGM Local Union 36|5364|||13562|545436
74507|101|BCTGM Local Union 104G|1419|||2838|545436
74508|101|BCTGM Local Union 372B|2258|||6773|545436
74509|101|BCTGM Local Union 372G|2562|3416||9396|545436
74510|102|All Other Accounts||||1056989|545436
74511|101|FAIRVIEW - DUES CHECKOFF|0|0|0|139303|545439
74512|101|MNA POLITICAL FUND|0|0|0|5997|545439
74513|102|All Other Accounts|0|0|0|0|545439
74514|102|All Other Accounts|||||545440
74515|102|All Other Accounts|||||545461
74516|102|All Other Accounts|0|0|0|84332|545474
74517|102|All Other Accounts|||||545477
74518|102|All Other Accounts|0|0|0|105883|545478
74519|101|NONE|0|0|0|0|545480
74520|102|All Other Accounts|0|0|0|0|545480
74521|102|All Other Accounts|||||545500
74523|102|All Other Accounts|0|0|0|0|545508
74524|102|All Other Accounts|||||545514
74525|102|All Other Accounts|0|0|0|0|545516
74526|102|All Other Accounts|0|0|0|0|545520
74527|102|All Other Accounts|6515|2540||115045|545522
74528|102|All Other Accounts|||||545525
74529|102|All Other Accounts|0|0|0|0|545530
74531|102|All Other Accounts|0|0|0|0|545533
74532|102|All Other Accounts||||36623|545538
74533|102|All Other Accounts|0|0|0|3724|545540
74534|101|NONE|0|0|0|0|545541
74535|102|All Other Accounts|0|0|0|12955|545541
74536|102|All Other Accounts|0|0|0|0|545554
74537|101|Local 863 Welfare Fund||||157001|545556
74538|101|Local 863 Pension Fund||||58067|545556
74539|101|AFI-Employer||||13009|545556
74540|102|All Other Accounts||||14509|545556
74541|102|All Other Accounts|0|0|0|38039|545565
74542|102|All Other Accounts||||55614|545566
74544|102|All Other Accounts|0|0|0|23450|545569
74543|102|All Other Accounts||||9949|545568
74545|102|All Other Accounts|12750|6200||62275|545576
74546|102|All Other Accounts||||72899|545577
74548|102|All Other Accounts|||||545579
74549|102|All Other Accounts|||||545582
74551|101|MYSTIC SCENIC||||7947|545587
74552|102|All Other Accounts|1901|2811||4712|545587
74553|101|NONE|0|0|0|0|545590
74554|102|All Other Accounts|||||545590
74555|101|St Paul BT||||13078|545591
74556|102|All Other Accounts|||||545591
74557|102|All Other Accounts|0|0|0|0|545594
74558|102|All Other Accounts||||59362|545596
74559|102|All Other Accounts|||||545601
74560|102|All Other Accounts|0|0|0|0|545605
74561|102|All Other Accounts|0|0|0|1543|545607
74562|101|NATIONAL FUEL BAS DUES RECEIVABLE||||17712|545618
74563|101|CITY OF OIL CITY DUES RECEIVABLE||||1567|545618
74564|101|CITY OF FRANKLIN DUES RECEIVABLE||||925|545618
74565|102|All Other Accounts|||||545618
74566|101|Thayer Power Communications||40013||40013|545642
74567|101|IBEW Local Union 986 - Merger||||56993|545642
74568|102|All Other Accounts||||212123|545642
74569|102|All Other Accounts|||||545660
74570|101|WSU EJ Nutter Center|0|0|0|82216|545662
74571|101|Dayton Performing Arts -Dayton Ballet  |0|0|0|61214|545662
74572|101|Dayton Performing Arts - Philharmonic Orchestra|0|0|0|33669|545662
74573|101|Dayton Performing Arts- Opera|0|0|0|26319|545662
74574|101|Downtown Dayton Revival|0|21763|0|0|545662
74575|101|The Victoria Theatre|0|0|0|19507|545662
75046|101|NONE|0|0|0|0|547180
74576|101|Communicore|0|0|0|7953|545662
74577|101|South Dayton Dance|0|0|0|4219|545662
74578|101|Advocare|0|0|0|2000|545662
74579|101|University of Dayton|0|0|0|1097|545662
74580|101|Michael Jones|0|0|0|1072|545662
74581|101|Standard Register|0|0|0|500|545662
74582|102|All Other Accounts|0|0|0|0|545662
74602|101|John Beam|225|331||903|545670
74603|101|Scott Juntunen|248|402||828|545670
74604|102|All Other Accounts|527|||1974|545670
74601|102|All Other Accounts|0|0|0|0|545669
74605|101|Bimbo - Bellvue||||320|545680
74606|101|TDI Nationwide||||448|545680
74607|101|Bakers' Local No. 433 Health & Welfare||||32|545680
74608|101|Interbake Foods||||288|545680
74609|101|Kelloggs - Omaha||||2|545680
74610|101|Bimbo - Sioux City||||288|545680
74611|102|All Other Accounts|||||545680
74612|102|All Other Accounts||||142595|545687
74613|102|All Other Accounts|||||545690
74614|102|All Other Accounts|0|0|0|0|545693
74615|101|US Postal Service Union Dues|0|0|0|45207|545694
74616|102|All Other Accounts|||||545694
74617|102|All Other Accounts||||69751|545696
74618|102|All Other Accounts|||||545701
74619|102|All Other Accounts||||28262|545702
74620|102|All Other Accounts||||216960|545705
74621|101|None|0|0|0|0|545712
74622|102|All Other Accounts|||||545712
74623|102|All Other Accounts|||||545714
74624|102|All Other Accounts|||||545717
74625|101|SOCIAL SECURITY ADMINISTRATION|0|0|0|18798|545720
74626|102|All Other Accounts|||||545720
74627|102|All Other Accounts||||58664|545721
74628|101|C.W.A. Local 4216||||7287|545723
74629|101|K.T.F.F||||484|545723
74630|101|Friends of Bill||||482|545723
74631|102|All Other Accounts|||||545723
74633|102|All Other Accounts||||138188|545727
77060|101|Local 1053||||4507|550517
74634|101|ATU LOCAL 788 REDEVELOPMENT CORP||89248||89248|545728
74635|102|All Other Accounts|||||545728
74636|102|All Other Accounts|0|0|0|0|545730
74637|102|All Other Accounts|||||545746
74638|101|NONE|0|0|0|0|545747
74639|102|All Other Accounts|0|0|0|0|545747
74640|102|All Other Accounts|1217|477||4399|545753
74641|102|All Other Accounts|0|0|0|0|545761
74642|102|All Other Accounts|0|0|0|0|545802
74643|102|All Other Accounts|||||545811
74644|102|All Other Accounts|0|0|0|0|545845
74645|102|All Other Accounts|0|0|0|0|545848
74646|101|STATE OF ILLINOIS|1353|9922|1303|19349|545851
74647|102|All Other Accounts|0|0|0|32102|545851
74650|102|All Other Accounts|0|0|0|0|545880
74651|102|All Other Accounts|0|0|0|0|545883
74652|102|All Other Accounts|||||545890
74653|102|All Other Accounts|0|0|0|0|545894
74654|102|All Other Accounts||||0|545905
74655|102|All Other Accounts|||||545917
74656|101|None|0|0|0|0|545935
74657|102|All Other Accounts|0|0|0|0|545935
74658|101|NONE|0|0|0|0|545936
74659|102|All Other Accounts|0|0|0|0|545936
74660|102|All Other Accounts|||||545939
74661|102|All Other Accounts||||609796|545958
74662|102|All Other Accounts|0|3559|0|156911|545978
74663|101|Home Care For Maine||||2118|545980
74664|101|Income Protection Plan and Trust||||14547|545980
74665|101|City of Lewiston||||1827|545980
74666|101|Treasurer, State of Maine||||115881|545980
74667|101|Maine AFL-CIO||||468|545980
74668|101|Maine Turnpike Authority||||10311|545980
74669|101|Maine PERS||||11234|545980
74670|101|NE Delta Dental||||1504|545980
74671|101|Service Employees International Union||||8257|545980
74672|101|Treats Falls House||||1630|545980
74673|101|York County||||1357|545980
74674|101|Key Trust||||10359|545980
74675|102|All Other Accounts||||1344|545980
74676|101|NONE|0|0|0|0|545981
74677|102|All Other Accounts|0|0|0|0|545981
74678|102|All Other Accounts|||||545983
74679|102|All Other Accounts|||||545988
74680|102|All Other Accounts|0|0|0|0|545989
74681|102|All Other Accounts|||||545990
74682|101|0|0|0|0|0|546007
74683|102|All Other Accounts|0|0|0|0|546007
74684|102|All Other Accounts||||51452|546016
74685|101|Internal Revenue Service||||622|546017
74686|102|All Other Accounts|||||546017
74687|102|All Other Accounts|0|0|0|0|546025
74688|102|All Other Accounts|||||546039
74689|102|All Other Accounts|0|0|0|164191|546041
74690|102|All Other Accounts|0|0|0|0|546042
74691|102|All Other Accounts|||||546049
74692|102|All Other Accounts|||||546054
74693|102|All Other Accounts|0|0|0|0|546056
74694|101|NONE|0|0|0|0|546057
74695|102|All Other Accounts|0|0|0|0|546057
74696|102|All Other Accounts|0|0|0|0|546075
74697|102|All Other Accounts|0|0|0|0|546076
74698|102|All Other Accounts|0|0|0|0|546088
74699|102|All Other Accounts||||62082|546090
74700|102|All Other Accounts|0|0|0|0|546092
74701|102|All Other Accounts|0|0|0|0|546095
74702|102|All Other Accounts|25277|173402||321350|546108
74703|102|All Other Accounts|0|0|0|0|546111
74704|102|All Other Accounts|||||546121
74705|102|All Other Accounts|||||546126
74706|101|MA Laborers' District Council||||34851|546131
74707|101|Receivables less than $5,000 each||||2116|546131
74708|102|All Other Accounts|||||546131
74709|102|All Other Accounts|||||546162
74710|102|All Other Accounts|||||546171
74711|101|none|0|0|0|0|546176
74712|102|All Other Accounts|0|0|0|0|546176
74713|101|MEMBERS DUES RECEIVABLE||||9675|546177
74714|102|All Other Accounts|||||546177
74715|102|All Other Accounts|0|0|0|0|546185
74716|102|All Other Accounts|||||546192
74717|102|All Other Accounts|0|0|0|0|546195
74718|101|TWU Local 568 Building Corporation||||4473|546203
74719|102|All Other Accounts|||||546203
74720|102|All Other Accounts|0|0|0|0|546211
74721|102|All Other Accounts|0|0|0|344472|546212
74722|102|All Other Accounts|||||546216
74723|102|All Other Accounts|||||546221
74724|101|Member Dues||||14153|546230
74725|102|All Other Accounts|||||546230
74726|102|All Other Accounts|||||546243
74727|102|All Other Accounts||||69980|546269
75054|102|All Other Accounts|||||547224
74729|101|PCI, Inc.||||11579|546280
74730|101|Vulcan Insulation Co.,LLC||||9122|546280
74731|101|Headrick Insulation, Inc.||||5129|546280
74732|101|Caldwell Indulation, Inc.||||12472|546280
74733|101|Staples Insulation, Inc.||||5641|546280
74734|102|All Other Accounts||||50458|546280
74735|102|All Other Accounts||||46557|546293
74736|102|All Other Accounts|0|0|0|0|546296
74737|102|All Other Accounts|||||546341
74738|102|All Other Accounts|||||546343
74740|102|All Other Accounts||||31875|546348
74739|102|All Other Accounts|||||546347
74741|102|All Other Accounts|||||546349
74742|101|Southwest Airlines, Inc.|0|0|0|177657|546351
74743|101|Alaska Airlines, Inc.|0|0|0|39855|546351
74744|101|AMFA Local 14|0|0|0|7329|546351
74745|101|AMFA Local 18|0|0|0|22078|546351
74746|101|AMFA Local 32|19799|0|0|44073|546351
74747|102|All Other Accounts|||||546351
74748|101|Accrued Interest Receivable - Amalgamated Bank||||1295|546352
74749|101|Reimbursement Receivable||||72125|546352
74750|102|All Other Accounts|||||546352
74751|102|All Other Accounts|0|0|0|0|546354
74752|102|All Other Accounts|0|0|0|0|546358
74753|102|All Other Accounts||||0|546361
77061|101|Local 1261||||224|550517
74754|102|All Other Accounts|||||546363
74755|101|MEBA BENEFIT PLANS|0|27145||38188|546367
74756|101|INT'L ORG OF MASTER, MATES, AND PILOTS|8135|0||15034|546367
74757|102|All Other Accounts|0|26321||150584|546367
74758|102|All Other Accounts|||||546369
74759|101|San Francisco Fire Fighters, Local 798||58221||58221|546379
74760|102|All Other Accounts|2466|0||93098|546379
74761|102|All Other Accounts|0|0|0|0|546382
74762|102|All Other Accounts|||||546391
74763|102|All Other Accounts|||||546393
74764|102|All Other Accounts|0|0|0|21282|546395
74765|102|All Other Accounts|||||546396
74766|102|All Other Accounts|0|0|0|0|546397
74767|101|SSA||||7904|546398
74768|102|All Other Accounts|||||546398
74769|102|All Other Accounts|||||546406
74770|102|All Other Accounts|||||546408
74771|101|NYSA (Deep Sea)||||107743|546409
74772|101|BMW||||14356|546409
74773|101|Ports Am Warehouse||||6708|546409
74774|102|All Other Accounts||||1700|546409
74775|101|LOCAL 881|6246|0|0|15614|546413
74776|101|LOCAL 946|1815|0|0|7259|546413
74777|101|LOCAL 1023|0|0|0|19370|546413
74778|102|All Other Accounts|0|0|0|0|546413
74779|102|All Other Accounts|0|0|0|0|546419
74780|101|United Parcel Service - Employee||||11869|546421
74781|101|Borough of Tinton Falls||||10924|546421
74782|102|All Other Accounts||||9546|546421
74783|101|N/A|0|0|0|0|546427
74784|102|All Other Accounts|0|0|0|0|546427
74785|102|All Other Accounts||||236700|546482
74787|101|NONE|0|0|0|0|546505
74788|102|All Other Accounts|0|0|0|0|546505
74789|102|All Other Accounts|||||546510
74790|102|All Other Accounts|||||546511
74791|102|All Other Accounts|0|0|0|0|546512
74792|102|All Other Accounts|||||546514
74793|102|All Other Accounts|0|0|0|0|546515
74794|102|All Other Accounts|||||546516
74795|102|All Other Accounts|||||546518
74796|102|All Other Accounts|||||546528
74797|102|All Other Accounts|0|0|0|0|546533
74798|102|All Other Accounts|||||546536
74799|101|CAROLYNN HALL - SEE ITEM 69|0|0|0|25029|546540
74800|102|All Other Accounts||||67538|546540
74801|101|Penn Del Jersey LMCC||||255357|546544
74802|101|Apex Electrical Services, LLC|1532|97943|0|99475|546544
74803|101|Liberty Integrated Electrical Solutions|0|40457|0|40457|546544
74804|101|Larry C. McCrae|415|64206|0|64621|546544
74805|101|Riverview Electrical Construction, Inc.|0|5650|0|5650|546544
74806|101|SALP (Spectrum)|0|12080|0|12080|546544
74807|101|Tech Electric|0|19037|0|19037|546544
74808|102|All Other Accounts|||||546544
74810|102|All Other Accounts|||||546557
74809|102|All Other Accounts||||227711|546556
74811|102|All Other Accounts|||||546561
74812|102|All Other Accounts|||||546582
74813|102|All Other Accounts|0|0|0|0|546583
74814|102|All Other Accounts||||18|546584
74815|102|All Other Accounts|0|0|0|28053|546586
74816|101|NONE|0|0|0|0|546592
74817|102|All Other Accounts|0|0|0|0|546592
74818|102|All Other Accounts|||60480|2587525|546609
74819|102|All Other Accounts|||||546612
74820|101|NONE|0|0|0|0|546613
74821|102|All Other Accounts|0|0|0|0|546613
74822|102|All Other Accounts|0|0|0|0|546614
74823|102|All Other Accounts|||||546626
74824|102|All Other Accounts|||||546628
74825|102|All Other Accounts||||56729|546643
74826|101|DETROIT AND VICINITY LABORERS WORKING DUES||||329533|546654
74827|101|MICHIGAN LABORERS WORKING DUES||||398430|546654
74828|102|All Other Accounts|||||546654
74829|102|All Other Accounts|0|0|0|0|546659
74830|101|MEMBERS DUES||||25500|546661
74831|102|All Other Accounts||||0|546661
74832|102|All Other Accounts||||325398|546662
74833|101|Dues related receivables||||411871|546672
74834|102|All Other Accounts|||4003||546672
74835|102|All Other Accounts|592|7099|0|56241|546674
74836|102|All Other Accounts|||||546678
74838|102|All Other Accounts||||0|546683
74839|102|All Other Accounts|||||546686
74841|101|NONE |0|0|0|0|546698
74842|102|All Other Accounts|0|0|0|0|546698
74843|102|All Other Accounts||||0|546709
74844|102|All Other Accounts||||593945|546711
74845|102|All Other Accounts|0|0|0|199139|546712
74846|101|none||0|0|0|546715
74847|102|All Other Accounts|0|0|0|0|546715
74848|102|All Other Accounts||||2200860|546720
74849|102|All Other Accounts|||||546724
74850|102|All Other Accounts||||242355|546727
74851|102|All Other Accounts|||||546728
74852|101|CROWNE PLAZA DOWNTOWN||||6000|546732
74853|101|RAMADA PLAZA DOWNTOWN|4000|||8000|546732
74854|102|All Other Accounts||1218||2018|546732
74855|101|NONE|0|0|0|0|546735
74856|102|All Other Accounts|0|0|0|0|546735
74857|101|NATIONAL POSTAL MAIL HANDLERS UNION||||117924|546738
74858|102|All Other Accounts||||1303|546738
74859|102|All Other Accounts|||||546744
74860|102|All Other Accounts||859||695952|546780
74862|102|All Other Accounts||||561946|546786
74863|102|All Other Accounts|0|0|0|0|546788
74864|102|All Other Accounts|||||546791
74865|102|All Other Accounts|0|0|0|0|546794
74866|102|All Other Accounts|||||546797
74867|101|S.I.U. of Puerto Rico||55179||55179|546801
74868|102|All Other Accounts|0|0|0|59722|546801
74869|102|All Other Accounts|0|0|0|143182|546804
74870|102|All Other Accounts|||0||546809
74871|102|All Other Accounts|0|0|0|153117|546817
74872|102|All Other Accounts|||||546820
74873|102|All Other Accounts|||||546825
74874|102|All Other Accounts|1403|13719||29077|546832
74875|102|All Other Accounts|||||546834
74876|101|None|0|0|0|0|546835
74877|102|All Other Accounts|0|0|0|0|546835
74878|102|All Other Accounts|0|0|0|0|546838
74879|102|All Other Accounts|0|0|0|30641|546839
74880|102|All Other Accounts|||||546848
74881|101|NONE ITEMIZED|0|0|0|0|546851
74882|102|All Other Accounts|0|0|0|102823|546851
74883|102|All Other Accounts|||||546853
74884|102|All Other Accounts||||26342|546854
74885|101|DUE FROM MEMBERS||||172|546859
74886|102|All Other Accounts|||||546859
74887|101|Dues receivable from locals|0|0|0|248439|546870
74888|102|All Other Accounts|||||546870
74889|102|All Other Accounts|0|0|0|5895|546876
74890|101|NONE ITEMIZED|0|0|0|0|546880
74891|102|All Other Accounts|0|0|0|15270|546880
74892|101|CHICAGO PARKING VALET|1320|2580||5220|546890
74893|101|METROPOLITAN VALET|0|18130||20376|546890
74894|101|VPS OF ILLINOIS|4914|28399||38227|546890
74895|101|JEKA|1236|6180||8652|546890
74896|101|MILLER ATM & SAFE MOVERS|408|4760||5576|546890
74897|102|All Other Accounts|132|716||92296|546890
74898|102|All Other Accounts|||||546895
74899|101|N/A|0|0|0|0|546897
74900|102|All Other Accounts|0|0|0|0|546897
74901|102|All Other Accounts||||88156|546907
74902|101|ROOFERS 40 AREA TRUST FUNDS||||62678|546912
74903|101|SAN FRANCISCO LABOR MANAGEMENT TRUST||||6504|546912
74904|102|All Other Accounts|2340||35880|9306|546912
74905|102|All Other Accounts|0|0|0|0|546914
74906|101|na|0|0|0|0|546921
74907|102|All Other Accounts|0|0|0|0|546921
74908|102|All Other Accounts|||0||546922
74909|102|All Other Accounts|0|0|0|0|546924
74910|102|All Other Accounts|||||546927
74911|101|Local 1||||21197|546928
74912|101|Local 22||||7377|546928
74913|102|All Other Accounts|0|0|0|18015|546928
74914|101|NONE|0|0|0|0|546935
74915|102|All Other Accounts|0|0|0|0|546935
74916|101|N/A|0|0|0|0|546936
74917|102|All Other Accounts|0|0|0|49000|546936
74918|102|All Other Accounts|||||546937
74919|101|Plumbers & Pipefittes LU 421 Training||||18356|546939
74920|101|Plumbers & Pipefitters LU 421 Trust Fund||||1474|546939
74921|102|All Other Accounts|||||546939
74922|101|none|0|0|0|0|546941
74923|102|All Other Accounts|0|0|0|0|546941
74924|102|All Other Accounts|0|0|0|0|546945
74925|102|All Other Accounts|746|5881||31162|546950
74926|102|All Other Accounts|||||546953
74927|101|NONE|0|0|0|0|546959
74928|102|All Other Accounts|0|0|0|0|546959
74929|102|All Other Accounts|||||546966
74930|101|NONE|0|0|0|0|546968
74931|102|All Other Accounts|0|0|0|0|546968
74932|102|All Other Accounts|0|0|0|0|546971
74933|102|All Other Accounts|||||546973
74934|101|NONE|0|0|0|0|546977
74935|102|All Other Accounts|0|0|0|0|546977
74936|101|0|0|0|0|0|546980
74937|102|All Other Accounts|||||546980
74938|101|None|0|0|0|0|546982
74939|102|All Other Accounts|0|0|0|0|546982
74940|102|All Other Accounts|||||547002
74941|102|All Other Accounts|||||547057
74942|101|Hooversville Boro||||82|547063
74943|101|Boro of East Conemaugh||||162|547063
74944|101|Boro Geistown||||430|547063
74945|101|Paint Twp. Supervisors||||530|547063
74946|101|YRC Worldwide||||2498|547063
74947|101|Boro of Berlin||||94|547063
74948|101|Ace Pipeline||||198|547063
74949|102|All Other Accounts|||||547063
74950|101|NONE|0|0|0|0|547080
74951|102|All Other Accounts|0|0|0|0|547080
74952|102|All Other Accounts|||||547081
74953|102|All Other Accounts|0|0|0|0|547082
74954|102|All Other Accounts||||12120|547084
74955|101|NONE|0|0|0|0|547085
74956|102|All Other Accounts|788|0|0|788|547085
74957|102|All Other Accounts||||56647|547088
74958|102|All Other Accounts||||70092|547090
74959|102|All Other Accounts||||14734|547096
74960|101|TOTAL ACCOUNTS RECEIVABLE||||214193|547103
74961|102|All Other Accounts|||||547103
74962|102|All Other Accounts|||||547106
74963|101|N/A|0|0|0|0|547107
74964|102|All Other Accounts|||||547107
74965|102|All Other Accounts|||||547108
74966|101|A/R|0|0|0|0|547109
74967|102|All Other Accounts|||||547109
74968|101|ATLAS RESTORATION|6168|||6168|547111
74969|101|CARDRONA|14652|||14652|547111
74970|101|EAGLE ONE|5311|||16808|547111
74971|101|MILCON|22226|||42468|547111
74972|101|NATIONAL ROOFING CORPORATION|31008|||32049|547111
74973|101|PREVEZA CONSTRUCTION|7466|||7466|547111
74974|101|SHIRIN CONSTRUCTION|7074|||7074|547111
74975|101|NEW YORK ROOFING|24527|||24527|547111
74976|101|TRIANGLE G. C INC|12296|||16552|547111
74977|101|USG ROOFING INC|16015|||16015|547111
74978|101|VARIED CONSTRUCTION|18238|||18221|547111
74979|102|All Other Accounts||||35308|547111
74980|102|All Other Accounts|0|0|0|278169|547115
74981|102|All Other Accounts|0|0|0|0|547117
74982|102|All Other Accounts|0|0|0|273387|547120
74983|102|All Other Accounts|0|0|0|0|547121
74984|102|All Other Accounts|0|0|0|0|547125
75049|101|Due from Service Provider||||572504|547202
75050|102|All Other Accounts|||||547202
75051|102|All Other Accounts|||||547211
75052|102|All Other Accounts|||||547215
75053|102|All Other Accounts|2693||6165|756221|547218
75259|101|n/a|0|0|0|0|547659
75055|102|All Other Accounts||||731800|547230
